RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_017451,Haemophilus influenzae R2866 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(1931795.0, 1932306.0)",,,,1932306,0.3807823398571447,165.65263390541077,2200,206100.0,1600438.0,613318.0,,,,,,,0.4295454545454545,0.2659090909090909,0.1636363636363636,0.1409090909090909,,,,,,,0.45,0.35,0.1,0.1,,,,,,,0.4090909090909091,0.1818181818181818,0.1818181818181818,0.2272727272727272,,,,,,,-0.2750916503814524,-1.0574472903846273,-1.0031579508756368,-0.999310086912442,,,,,,
NZ_LT604076,"Streptococcus thermophilus strain ACA-DC 2 genome assembly, chromosome: I.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1731600.0, 1731838.0)","(1366.0, 1519.0)",,,1731838,0.3921290559509607,139.1120753288269,731,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_015555,Thermoanaerobacterium xylanolyticum LX-11 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium","(2534041.0, 174.0)",,,,2534358,0.3497584003522785,185.671462059021,24369,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_015656,Frankia symbiont of Datisca glomerata chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(5283811.0, 5284468.0)",,,,5323186,0.7003664722592823,400.91132640838623,5318527,4777187.0,471523.0,2266389.0,,,,,,,0.6,0.3333333333333333,0.0333333333333333,0.0333333333333333,,,,,,,0.6,0.2666666666666666,0.0666666666666666,0.0666666666666666,,,,,,,0.6,0.4,0.0,0.0,,,,,,,1.4681329627996602,-0.8866200325815159,-1.000015645645882,-1.000015645645882,,,,,,
NC_014640,Achromobacter xylosoxidans A8 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter","(6978133.0, 6980670.0)",,,,7013095,0.659875561360569,509.4157822132111,6967559,1192411.0,,,,,,,,,0.8513986013986015,0.1486013986013986,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.8846153846153846,0.1153846153846153,,,,,,,,,1.152497066760719,-1.0383850740749212,,,,,,,,
NC_021089,Wolbachia endosymbiont of Drosophila simulans wHa,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Wolbachieae, Wolbachia","(1017367.0, 1017768.0)",,,,1295804,0.3509134097440662,99.28611660003662,586561,716868.0,1117778.0,327988.0,1239740.0,473837.0,141476.0,239318.0,894745.0,,0.1784398034398034,0.1741400491400491,0.1698402948402948,0.1243857493857494,0.0838452088452088,0.0816953316953316,0.0789312039312039,0.0589680589680589,0.0497542997542997,,0.2432432432432432,0.1891891891891892,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.027027027027027,0.027027027027027,0.054054054054054,0.054054054054054,,0.1136363636363636,0.1136363636363636,0.1136363636363636,0.1590909090909091,0.2045454545454545,0.1363636363636363,0.0227272727272727,0.0909090909090909,0.0454545454545454,,-1.0108454512971123,-1.0372395395443703,-1.04322869017781,-1.0154801000120246,-1.004750127331957,-1.0050944480594175,-1.0169615885572023,-1.0119036872782603,-1.017744900288343,
NC_017378,Helicobacter pylori Puno120 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1514789.0, 1514941.0)","(1513157.0, 1513420.0)",,,1624979,0.3892936462563516,132.7528750896454,1044281,541537.0,136556.0,1535184.0,1342415.0,739141.0,,,,,0.2855072463768116,0.1763285024154589,0.1652173913043478,0.1531400966183574,0.1429951690821256,0.0768115942028985,,,,,0.3043478260869565,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.217391304347826,0.0869565217391304,,,,,0.2666666666666666,0.2222222222222222,0.2,0.0888888888888888,0.1555555555555555,0.0666666666666666,,,,,-1.1172668715761036,-1.0046711067236886,-1.004220293857128,-1.0584444651993623,-1.0057476620669847,-1.0407287203127256,,,,
NC_013504,Lactobacillus johnsonii FI9785,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(1755509.0, 1755993.0)",,,,1755993,0.3448567277887782,156.79405570030212,13049,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_008702,Azoarcus sp. BH72,"Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus","(4360410.0, 4360800.0)",,,,4376040,0.6791644957541522,335.099556684494,21166,2884153.0,,,,,,,,,0.9615384615384616,0.0384615384615384,,,,,,,,,0.9230769230769232,0.0769230769230769,,,,,,,,,1.0,0.0,,,,,,,,,0.9969910883458856,-1.0002275529489042,,,,,,,,
NZ_CP009054,"Lactococcus lactis subsp. lactis NCDO 2118, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1943.0, 2098.0)",,,,2554693,0.3491284471363095,218.87805581092837,9115,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_007969,Psychrobacter cryohalolentis K5,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(709.0, 1364.0)",,,,3059876,0.4229125624698517,238.8010709285736,124,1147448.0,2793012.0,2013073.0,269437.0,2257753.0,511831.0,,,,0.4842105263157894,0.1122807017543859,0.0991228070175438,0.0859649122807017,0.0728070175438596,0.0728070175438596,0.0728070175438596,,,,0.6,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,,,,0.3684210526315789,0.1578947368421052,0.131578947368421,0.1052631578947368,0.0789473684210526,0.0789473684210526,0.0789473684210526,,,,0.1977561595683736,-1.0042321130489291,-1.0092399565352723,-1.0160851565937756,-1.02281677676043,-1.02281677676043,-1.02281677676043,,,
NC_017741,Helicobacter pylori Shi112 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1577971.0, 1578122.0)","(1576384.0, 1576602.0)",,,1663456,0.387726516361118,134.63356804847717,1078408,1401727.0,1571186.0,1265387.0,462988.0,,,,,,0.3210526315789473,0.2289473684210526,0.2157894736842105,0.1219298245614035,0.1122807017543859,,,,,,0.3,0.3,0.3,0.0333333333333333,0.0666666666666666,,,,,,0.3421052631578947,0.1578947368421052,0.1578947368421052,0.131578947368421,0.2105263157894736,,,,,,-1.038808080008221,-1.0021196398411236,-1.0021196398411236,-1.0032156979907656,-1.001196895297103,,,,,
NZ_CP022290,"Staphylococcus aureus subsp. aureus strain EDCC5458 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2847796.0, 2848525.0)","(1363.0, 1639.0)",,,2848525,0.3286034000052659,174.90030002593994,16985,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_014828,Ethanoligenens harbinense YUAN-3 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ethanoligenens","(3008393.0, 330.0)",,,,3008576,0.555585100725393,215.101811170578,3007670,284427.0,641159.0,1962573.0,,,,,,,0.3531746031746031,0.2698412698412698,0.242063492063492,0.1349206349206349,,,,,,,0.4285714285714285,0.4285714285714285,0.0952380952380952,0.0476190476190476,,,,,,,0.2777777777777778,0.1111111111111111,0.3888888888888889,0.2222222222222222,,,,,,,-1.1310113882291235,-1.042018362722641,-1.044377744105991,-1.010622520312059,,,,,,
NC_014215,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium","(10426.0, 12300.0)",,,,2616384,0.6726608173723735,193.62427973747253,2613774,1677322.0,233818.0,466950.0,,,,,,,0.7083333333333333,0.2083333333333333,0.0416666666666666,0.0416666666666666,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,0.6666666666666666,0.3333333333333333,0.0,0.0,,,,,,,1.0304696906265916,-1.0113646332650683,-1.0011873039193775,-1.0011873039193775,,,,,,
NC_020520,Acidimicrobidae bacterium YM16-304 DNA,"Bacteria, Actinobacteria, Acidimicrobidae, Acidimicrobiales, Acidimicrobineae, Acidimicrobiaceae, Ilumatobacter","(4829978.0, 201.0)","(1639.0, 2007.0)",,,4830181,0.6729244721885164,353.1476001739502,36176,3738562.0,1455569.0,946317.0,2267272.0,,,,,,0.6818181818181819,0.1363636363636363,0.106060606060606,0.0454545454545454,0.0303030303030303,,,,,,0.3636363636363636,0.2727272727272727,0.2121212121212121,0.0909090909090909,0.0606060606060606,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0.1645138116790834,-1.0080288075367791,-1.026020637647858,-1.0029566973442856,-1.000827730768802,,,,,
NZ_CP022354,"Streptococcus pyogenes strain GUR chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1889973.0, 1890204.0)","(1357.0, 1511.0)",,,1890204,0.3853769222792884,161.56766366958618,5211,1724097.0,,,,,,,,,0.95,0.05,,,,,,,,,0.9,0.1,,,,,,,,,1.0,0.0,,,,,,,,,1.0013201813810353,-1.005753624413292,,,,,,,,
NC_017656,Escherichia coli O55:H7 str. RM12579 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4515041.0, 4515418.0)",,,,5263980,0.5046459143081851,379.8504409790039,4516890,329.0,896856.0,,,,,,,,0.6169354838709677,0.1962365591397849,0.1868279569892473,,,,,,,,0.75,0.1666666666666666,0.0833333333333333,,,,,,,,0.4838709677419355,0.2258064516129032,0.2903225806451613,,,,,,,,1.2103353096765117,-1.0149555454624677,-1.0041650499309125,,,,,,,
NZ_CP023501,"Weissella paramesenteroides strain FDAARGOS_414 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella","(1647842.0, 1648537.0)","(1646234.0, 1646437.0)",,,1947910,0.3809411112423058,151.86068439483645,1646014,17.0,,,,,,,,,0.5894736842105264,0.4105263157894737,,,,,,,,,0.6,0.4,,,,,,,,,0.5789473684210527,0.4210526315789473,,,,,,,,,1.4155949304633308,-0.3080494847386434,,,,,,,,
NC_020126,Myxococcus stipitatus DSM 14675,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Myxococcus","(21513.0, 21874.0)",,,,10350586,0.6919217907082749,669.9175553321838,8621,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_021184,Desulfotomaculum gibsoniae DSM 7213,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(179.0, 551.0)",,,,4855529,0.4549096504212002,354.4145033359528,897,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_021812,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(4526128.0, 4526505.0)",,,,4783943,0.5215563814200963,356.02922797203064,4529001,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_014718,Burkholderia rhizoxinica HKI 454 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(770009.0, 771103.0)",,,,822304,0.5970492664513367,79.12238097190857,72923,764928.0,148180.0,486274.0,,,,,,,0.6071428571428571,0.3214285714285714,0.0357142857142857,0.0357142857142857,,,,,,,0.2142857142857142,0.6428571428571429,0.0714285714285714,0.0714285714285714,,,,,,,1.0,0.0,0.0,0.0,,,,,,,-0.9476946877077496,-0.3212541397359105,-0.9998880914431298,-0.9998880914431298,,,,,,
NC_013422,Halothiobacillus neapolitanus c2,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Halothiobacillaceae, Halothiobacillus","(2508187.0, 2508603.0)",,,,2582886,0.5471364202678709,169.29696083068848,2578197,250949.0,,,,,,,,,0.6928571428571428,0.3071428571428571,,,,,,,,,0.7857142857142857,0.2142857142857142,,,,,,,,,0.6,0.4,,,,,,,,,1.0616112661904564,-1.0084773265341314,,,,,,,,
NZ_CP006823,Helicobacter pylori oki154,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1523213.0, 1523364.0)","(1521625.0, 1521844.0)",,,1599700,0.3879508657873351,124.17334794998168,73111,1058211.0,700404.0,,,,,,,,0.450187969924812,0.3984962406015037,0.1513157894736842,,,,,,,,0.5789473684210527,0.3684210526315789,0.0526315789473684,,,,,,,,0.3214285714285714,0.4285714285714285,0.25,,,,,,,,-0.2245509843425539,-0.3415491788164049,-1.0087290689287345,,,,,,,
NC_009839,Campylobacter jejuni subsp. jejuni 81116,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,,1628115,0.3054151580201644,122.28020572662354,1620121,208717.0,1449485.0,1307872.0,,,,,,,0.4630681818181818,0.3380681818181818,0.1448863636363636,0.0539772727272727,,,,,,,0.5625,0.3125,0.0625,0.0625,,,,,,,0.3636363636363636,0.3636363636363636,0.2272727272727272,0.0454545454545454,,,,,,,-0.118646165709916,-0.9515896237511584,-1.0029910922125476,-1.0227906442274532,,,,,,
NC_015434,Verrucosispora maris AB-18-032 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Verrucosispora","(6666231.0, 6667007.0)",,,,6673976,0.7085452509868181,450.4865140914917,6673111,662014.0,1323067.0,3640896.0,2992905.0,4349648.0,,,,,0.5785714285714285,0.1285714285714285,0.0928571428571428,0.0857142857142857,0.0714285714285714,0.0428571428571428,,,,,0.2571428571428571,0.2571428571428571,0.0857142857142857,0.0857142857142857,0.1714285714285714,0.1428571428571428,,,,,0.9,0.0,0.0,0.0,0.0,0.1,,,,,0.4768662852751868,-1.0131024872050505,-1.0016767962143698,-1.0016767962143698,-1.0278021707964244,-1.054129091859612,,,,
NC_021726,Acinetobacter baumannii BJAB07104,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(23466.0, 24134.0)",,,,3951920,0.3895511548816777,312.41622734069824,32921,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_023029,"Francisella noatunensis subsp. orientalis LADL--07-285A, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(59264.0, 59744.0)",,,,1858987,0.3229850450810038,137.45169758796692,1858905,110695.0,,,,,,,,,0.6233766233766234,0.3766233766233766,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.4285714285714285,0.5714285714285714,,,,,,,,,1.2287358408796107,-1.023962489126828,,,,,,,,
NC_010322,Pseudomonas putida GB-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(557.0, 1151.0)",,,,6078430,0.6194224495470048,504.3832528591156,6052584,548554.0,2622347.0,,,,,,,,0.7954545454545454,0.1590909090909091,0.0454545454545454,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.7727272727272727,0.2272727272727272,0.0,,,,,,,,1.0798378016633476,-0.9986432184252124,-1.0029566973442856,,,,,,,
NC_008060,Burkholderia cenocepacia AU 1054 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(50770.0, 51761.0)",,,,3294563,0.6693567553572355,255.2074477672577,3293854,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_018002,Sulfurospirillum barnesii SES-3 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum","(2510003.0, 49.0)",,,,2510109,0.3881843378116249,183.15393447875977,2510084,2283954.0,2076993.0,,,,,,,,0.5498575498575499,0.2635327635327635,0.1866096866096866,,,,,,,,0.6923076923076923,0.2307692307692307,0.0769230769230769,,,,,,,,0.4074074074074074,0.2962962962962963,0.2962962962962963,,,,,,,,1.009424860720176,-1.081406406407912,-1.0037333119858092,,,,,,,
NZ_CP009534,"Acinetobacter baumannii strain AbH12O-A2, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(17687.0, 18356.0)",,,,3875775,0.390840799582019,280.31553173065186,12152,2184255.0,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.6363636363636364,0.3636363636363636,,,,,,,,,1.0204044478669545,-1.0685627776055968,,,,,,,,
NZ_CP007782,"Burkholderia cenocepacia strain DDS 22E-1 chromosome 3, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(546410.0, 548939.0)",,,,1166794,0.6672968835972759,101.0787456035614,549499,2.0,,,,,,,,,0.875,0.125,,,,,,,,,0.75,0.25,,,,,,,,,1.0,0.0,,,,,,,,,1.002040206528366,-1.0154831453020965,,,,,,,,
NC_018290,Phaeobacter gallaeciensis DSM 17395 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Phaeobacter","(3686965.0, 3687369.0)",,,,3821831,0.5984126456664358,269.30822825431824,3037767,3700862.0,,,,,,,,,0.6153846153846154,0.3846153846153846,,,,,,,,,0.2307692307692307,0.7692307692307693,,,,,,,,,1.0,0.0,,,,,,,,,-0.8711481427871366,0.6797356374742689,,,,,,,,
NC_022270,Vibrio campbellii ATCC BAA-1116 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2152830.0, 2153619.0)",,,,2195939,0.4525471791338466,170.00474286079407,2179964,761953.0,,,,,,,,,0.5916666666666667,0.4083333333333333,,,,,,,,,0.9333333333333332,0.0666666666666666,,,,,,,,,0.25,0.75,,,,,,,,,0.7509258688542699,-0.8525172185655707,,,,,,,,
NZ_CP025026,"Streptococcus agalactiae strain SGEHI2015-113 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2025884.0, 2026037.0)","(2024314.0, 2024521.0)",,,2043851,0.354173567446942,153.16784691810608,2038432,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_020969,Chlamydia trachomatis E/SotonE4 complte genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720625.0, 720921.0)",,,,1042625,0.4130670183431243,94.64297151565552,720646,4.0,,,,,,,,,0.6590909090909092,0.3409090909090909,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.5,0.5,,,,,,,,,1.1384022314929636,-1.0151586208253294,,,,,,,,
NC_015153,Mycoplasma suis KI3806,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(574.0, 708.0)",,,,709270,0.3107716384451619,44.725550413131714,706682,523582.0,615456.0,238630.0,,,,,,,0.5,0.3571428571428571,0.1071428571428571,0.0357142857142857,,,,,,,0.5,0.2142857142857142,0.2142857142857142,0.0714285714285714,,,,,,,0.5,0.5,0.0,0.0,,,,,,,0.9189783387177242,-0.8140170026882716,-1.025592478357649,-0.9998880914431298,,,,,,
NC_004310,Brucella suis 1330 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1993857.0, 1994308.0)",,,,2107794,0.5721403514764726,131.90383219718933,1992392,1598650.0,45299.0,,,,,,,,0.40625,0.3125,0.28125,,,,,,,,0.5625,0.375,0.0625,,,,,,,,0.25,0.25,0.5,,,,,,,,-0.6040494394582057,-1.1585814393258262,-1.1202717454260638,,,,,,,
NZ_CP009284,"Paenibacillus sp. FSL R7-0331, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(6931382.0, 87.0)",,,,6931967,0.5122772511756043,497.946118593216,1662,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_018527,Burkholderia pseudomallei BPC006 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(2685.0, 3113.0)",,,,4001777,0.679643318455776,308.67863488197327,4001712,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_009659,Janthinobacterium sp. Marseille,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium","(4003841.0, 4004987.0)",,,,4110251,0.5423418180544205,294.71067118644714,4079431,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP010114,Mycobacterium avium subsp. paratuberculosis strain E93,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium avium complex (MAC)","(4785461.0, 4786065.0)","(1531.0, 2099.0)",,,4786065,0.6931155343690485,338.6307246685028,629101,3985736.0,124225.0,1865783.0,1036893.0,,,,,,0.375,0.3571428571428571,0.1428571428571428,0.1071428571428571,0.0178571428571428,,,,,,0.25,0.2857142857142857,0.2142857142857142,0.2142857142857142,0.0357142857142857,,,,,,0.5,0.5,0.0,0.0,0.0,,,,,,-0.5364134711099213,-0.2305040583581332,-1.025592478357649,-1.025592478357649,-1.0140616210519733,,,,,
NC_014618,Enterobacter cloacae SCF1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4775552.0, 4775934.0)",,,,4814049,0.5701809433181922,355.4522786140442,4794268,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_012580,Vibrio cholerae M66-2 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(247.0, 1133.0)",,,,1046382,0.4703597730083277,100.74033212661745,1925,185124.0,92420.0,,,,,,,,0.5757575757575758,0.2121212121212121,0.2121212121212121,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,1.2663988644638977,-1.0159030028302576,-1.0159030028302576,,,,,,,
NC_016446,Vibrio cholerae O1 str. 2010EL-1786 chromosome chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(773081.0, 773967.0)",,,,1046365,0.4701867895046184,93.6157865524292,1122,772199.0,683337.0,957936.0,865261.0,,,,,,0.2976190476190476,0.2976190476190476,0.1904761904761904,0.1071428571428571,0.1071428571428571,,,,,,0.4285714285714285,0.4285714285714285,0.0476190476190476,0.0476190476190476,0.0476190476190476,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,,,,,,-1.082563512545332,-1.082563512545332,-1.0048400515971396,-1.0048400515971396,-1.0012270082930828,,,,,
NC_020796,Edwardsiella tarda C07-087,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Edwardsiella","(3824788.0, 3825183.0)",,,,3857040,0.5960257088337171,242.8622543811798,3823079,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_014366,Gamma proteobacterium HdN1,"Bacteria, Proteobacteria, Gammaproteobacteria","(4587145.0, 360.0)",,,,4587455,0.5325857147372562,347.4796555042267,114,1976519.0,408102.0,2742224.0,,,,,,,0.4188311688311688,0.3652597402597403,0.1396103896103896,0.0762987012987013,,,,,,,0.4090909090909091,0.4090909090909091,0.1363636363636363,0.0454545454545454,,,,,,,0.4285714285714285,0.3214285714285714,0.1428571428571428,0.1071428571428571,,,,,,,-0.1965636136723647,-1.0367810541192002,-1.0240596340362034,-1.005175180636784,,,,,,
NZ_CP023390,"Staphylococcus aureus subsp. aureus str. Newman chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2878684.0, 516.0)","(1879.0, 2162.0)",,,2878897,0.3288818599623397,222.8364839553833,17710,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
