RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_A_Occurance_oriC_0,G_A_Occurance_oriC_1,G_A_Occurance_oriC_2,G_A_Occurance_oriC_3,G_A_Occurance_oriC_4,G_A_Occurance_oriC_5,G_A_Occurance_oriC_6,G_A_Occurance_oriC_7,G_A_Occurance_oriC_8,G_A_Occurance_oriC_9,G_N_Occurance_oriC_0,G_N_Occurance_oriC_1,G_N_Occurance_oriC_2,G_N_Occurance_oriC_3,G_N_Occurance_oriC_4,G_N_Occurance_oriC_5,G_N_Occurance_oriC_6,G_N_Occurance_oriC_7,G_N_Occurance_oriC_8,G_N_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_011186,Vibrio fischeri MJ11 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Aliivibrio","(1418829.0, 1072.0)",,,,1418848,0.3724951509957374,"(79.11584639549255, 0.4301877021789551, 89.25745964050293)",2854,488213.0,,,,,,,,,0.3916666666666666,0.1083333333333333,,,,,,,,,0.9,0.1,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,1.0009328612375812,-1.0897007791580136,,,,,,,,
NZ_CP021865,"Streptococcus agalactiae strain SG-M50 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2098843.0, 2098996.0)","(2097273.0, 2097480.0)",,,2116810,0.3548183351363608,"(112.61548352241516, 0.6626837253570557, 128.67244601249695)",2111391,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_022549,complete chromosome Acholeplasma brassicae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1877514.0, 75.0)",,,,1877792,0.357698829263305,"(115.4239411354065, 0.6281082630157471, 131.3125340938568)",1857818,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_015410,Pseudomonas mendocina NK-01 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5433907.0, 78.0)",,,,5434353,0.6250793792747729,"(250.92388153076172, 1.381723403930664, 293.51192116737366)",59411,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_011312,Aliivibrio salmonicida LFI1238 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Aliivibrio","(3325057.0, 311.0)",,,,3325165,0.3922836911852495,"(149.54266214370728, 0.7742660045623779, 170.54649686813354)",1940274,2325367.0,3291689.0,,,,,,,,0.6711538461538461,0.4639325571098934,0.2224358974358974,,,,,,,,0.3,0.2333333333333333,0.4666666666666667,,,,,,,,1.0,0.7150446013992741,0.0,,,,,,,,1.0,0.7150446013992741,0.0,,,,,,,,0.3846153846153846,0.1923076923076923,0.4230769230769231,,,,,,,,-1.0952940903126085,-1.2632993838846345,0.5854680257685432,,,,,,,
NC_015499,Thermodesulfobium narugense DSM 14796 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Thermodesulfobium","(1381.0, 1609.0)",,,,1898865,0.3386623061671051,"(117.36804366111755, 0.6793451309204102, 133.75015807151794)",832112,1223063.0,1193.0,1554324.0,,,,,,,0.579656862745098,0.4872378760224809,0.2904411764705882,0.258258033815636,,,,,,,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.75,,,,,,,1.0,0.8136581303352072,0.0,0.4149899087636701,,,,,,,1.0,0.8166659227743244,0.0,0.4170618343420111,,,,,,,0.2352941176470588,0.2352941176470588,0.4117647058823529,0.1176470588235294,,,,,,,-1.04995157385976,-1.1529898150737152,-0.9794136099042616,-1.9320151028710115,,,,,,
NZ_CP010290,"Francisella tularensis subsp. tularensis SCHU S4, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(815008.0, 815440.0)",,,,1892789,0.3225938020561193,"(98.78313779830933, 0.02124929428100586, 109.37403774261475)",832625,1892779.0,1719568.0,1057416.0,,,,,,,0.1821052631578947,0.1584210526315789,0.0831578947368421,0.0763157894736842,,,,,,,0.3684210526315789,0.4736842105263157,0.0526315789473684,0.1052631578947368,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.36,0.16,0.28,0.2,,,,,,,-0.3537903772965391,-0.3609279730737766,-1.0051153315925971,-1.059420290487756,,,,,,
NC_017042,Rickettsia rhipicephali str. 3-7-female6-CWPP chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(110342.0, 110728.0)",,,,1290368,0.3240563932149588,"(72.78153586387634, 0.36484694480895996, 80.7343475818634)",80653,353571.0,1166587.0,1043683.0,810092.0,,,,,,0.6373431279355848,0.3631826811257062,0.3588134462490721,0.1976597589674226,0.127728220755983,,,,,,0.6470588235294118,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.1176470588235294,,,,,,1.0,0.3539071950910601,0.843948931495953,0.552991977046161,0.0,,,,,,0.6223136882129278,1.0,0.233657794676806,0.0,0.1320893536121673,,,,,,0.28,0.04,0.24,0.12,0.32,,,,,,0.9995718664229416,-1.296792951687243,-1.1517548305392238,-1.0069649805486078,-1.125728274735357,,,,,
NZ_CP010013,Helicobacter pylori strain Hp238,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1503011.0, 1503165.0)","(1501423.0, 1501642.0)",,,1586473,0.3870497638472259,"(86.52120923995972, 0.4899861812591553, 97.04197716712952)",1062901,777275.0,920438.0,1354253.0,592398.0,1515176.0,145047.0,422404.0,,,0.4259102174491451,0.3563553336247021,0.3449751391982375,0.3390385556748046,0.3162114909369942,0.2695869762311581,0.269058387085908,0.2302592267513649,,,0.0416666666666666,0.0208333333333333,0.0208333333333333,0.2083333333333333,0.1875,0.1875,0.1875,0.1458333333333333,,,0.6990059470838786,0.2746637587412328,0.4873548327670505,1.0,0.0,0.76092366250039,0.4395122291833493,0.0274549363173243,,,0.5989531045308838,1.0,0.7989851179652935,0.1898663439113396,0.9318914182934313,0.0,0.3037667737057375,0.6932031828093473,,,0.2181818181818181,0.0727272727272727,0.109090909090909,0.109090909090909,0.1454545454545454,0.1454545454545454,0.1454545454545454,0.0545454545454545,,,-1.0936452059125286,-1.1171487823742778,-1.0481608114133734,-1.1479065614705546,-1.0625712130964955,-1.0049259634336831,-1.2024848333365326,-1.0413000668415775,,
NC_017051,Rickettsia prowazekii str. Dachau chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1108668.0, 1109051.0)",,,,1109051,0.2900263378329761,"(84.42309093475342, 0.36725449562072754, 93.89668464660645)",9002,228222.0,,,,,,,,,0.6105769230769231,0.3894230769230769,,,,,,,,,0.75,0.25,,,,,,,,,1.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,0.6923076923076923,0.3076923076923077,,,,,,,,,2.100308030098043,-1.06959337971154,,,,,,,,
NZ_AP014628,"Pseudomonas sp. St29 DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6832653.0, 101.0)",,,,6833117,0.633170630621428,"(386.1491675376892, 2.1984331607818604, 456.2382073402405)",6802747,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_015379,Pseudomonas brassicacearum subsp. brassicacearum NFM421 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6842881.0, 131.0)",,,,6843248,0.6078932109431077,"(385.31454396247864, 2.048595428466797, 460.5579741001129)",1166371,24142.0,,,,,,,,,0.6130952380952381,0.3869047619047619,,,,,,,,,0.1666666666666666,0.8333333333333334,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2857142857142857,0.7142857142857143,,,,,,,,,-1.0070015220221171,1.091135168830201,,,,,,,,
NC_002488,Xylella fastidiosa 9a5c,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xylella","(1463.0, 1758.0)",,,,2679306,0.5267408799144256,"(162.33933639526367, 0.8658628463745117, 186.5281319618225)",2075965,1832766.0,690717.0,2352513.0,2672837.0,,,,,,0.5244428444113352,0.5092592592592593,0.4239235378561697,0.2916630339169624,0.202020202020202,,,,,,0.2222222222222222,0.2222222222222222,0.037037037037037,0.074074074074074,0.4444444444444444,,,,,,0.710501850438832,1.0,0.812603934667427,0.3813058658137229,0.0,,,,,,0.710501850438832,1.0,0.809016142683178,0.3813058658137229,0.0,,,,,,0.4545454545454545,0.0,0.0,0.1818181818181818,0.3636363636363636,,,,,,-1.7839694056287585,-1.054986684993095,-1.490487289495418,-1.1079925412473044,0.126215858351381,,,,,
NC_022441,Chlamydia pecorum P787,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1106263.0, 147.0)",,,,1106409,0.4110360635171984,"(83.65530514717102, 0.36711788177490234, 92.12731194496155)",1106257,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_022269,Vibrio campbellii ATCC BAA-1116 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2307211.0, 2307679.0)",,,,3746887,0.4555069314873921,"(216.9825954437256, 1.028733253479004, 251.770911693573)",36414,2276845.0,,,,,,,,,0.6335227272727273,0.3664772727272727,,,,,,,,,0.125,0.875,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.4090909090909091,0.5909090909090909,,,,,,,,,-1.0560904839510477,1.0038046959477729,,,,,,,,
NC_007335,Prochlorococcus marinus str. NATL2A,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1292311.0, 1292685.0)",,,,1842899,0.3512303170168305,"(96.87774062156677, 0.46338319778442383, 108.35362386703491)",1816215,1060231.0,,,,,,,,,0.5416666666666667,0.4583333333333333,,,,,,,,,0.8333333333333334,0.1666666666666666,,,,,,,,,0.0,1.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,1.1275797260125715,-1.1917627705255482,,,,,,,,
NZ_LT906466,"Listeria ivanovii subsp. ivanovii strain NCTC11007 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2919050.0, 2919553.0)","(1357.0, 1550.0)",,,2919553,0.3715144064861984,"(150.24757194519043, 0.8005218505859375, 168.80818247795105)",2414703,2914990.0,,,,,,,,,0.6083333333333334,0.3916666666666666,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,-1.0164054939564642,1.0009328612375812,,,,,,,,
NC_017542,Paenibacillus polymyxa M1,"Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(1348.0, 1533.0)",,,,5864546,0.4515896030144533,"(400.6898934841156, 1.6402273178100586, 467.40392994880676)",5864164,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP007757,"Halomonas campaniensis strain LS21, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas","(1407444.0, 1407977.0)",,,,4074048,0.5264866786056521,"(257.6322011947632, 1.2306616306304932, 299.9878525733948)",4074045,1367942.0,,,,,,,,,0.625,0.375,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.25,0.75,,,,,,,,,-1.0123144588852304,1.4854005061598714,,,,,,,,
NZ_AP012541,"Lactobacillus paracasei subsp. paracasei JCM 8130 DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1351.0, 1522.0)",,,,2995875,0.4659226436349981,"(142.02530598640442, 0.6706070899963379, 162.0214273929596)",550935,728.0,,,,,,,,,0.5704545454545454,0.4295454545454545,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,-1.0908712220330783,1.030418694511235,,,,,,,,
NC_021661,Psychrobacter sp. G,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(3079003.0, 220.0)",,,,3079438,0.4244339389200237,"(161.4181523323059, 0.8878586292266846, 187.51082968711853)",296610,10177.0,,,,,,,,,0.5875,0.4125,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.25,0.75,,,,,,,,,-1.0305457707312782,1.009717329298988,,,,,,,,
NC_014614,Clostridium sticklandii DSM 519 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2715054.0, 123.0)",,,,2715461,0.3329972332506341,"(145.02084946632385, 0.6812262535095215, 164.73424363136292)",2700650,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_002928,Bordetella parapertussis 12822,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4771761.0, 4773551.0)",,,,4773551,0.680999532633044,"(234.243155002594, 1.2315318584442139, 274.0613205432892)",14436,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_008048,Sphingopyxis alaskensis RB2256,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(1535.0, 1681.0)",,,,3345170,0.6550154401719495,"(235.11933016777039, 1.0504891872406006, 266.73449063301086)",2171483,2963263.0,2571063.0,68659.0,,,,,,,0.515161502119017,0.4548015293319442,0.4335483677764065,0.2023809523809523,,,,,,,0.0952380952380952,0.0952380952380952,0.3333333333333333,0.4761904761904761,,,,,,,1.0,0.2845790267390599,0.6389553758675308,0.0,,,,,,,0.9654079132379726,0.5346270905887169,1.0,0.0,,,,,,,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,,,,-1.4802901042681482,-0.9894576553857546,-3.29979796256073,0.1623238264213087,,,,,,
NC_022759,Campylobacter fetus subsp. testudinum 03-427 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1775307.0, 1775480.0)",,,,1775480,0.3312321175118841,"(83.17089080810547, 0.5799448490142822, 93.78380751609802)",1774935,499432.0,1556330.0,808006.0,958993.0,,,,,,0.1875,0.171875,0.09375,0.0260416666666666,0.0208333333333333,,,,,,0.375,0.375,0.125,0.0416666666666666,0.0833333333333333,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.375,0.3125,0.25,0.0625,0.0,,,,,,-0.2412796557802521,-0.5242006418617875,-1.1140949078466549,-1.0251381083329447,-1.0057246240011095,,,,,
NC_015914,Cyclobacterium marinum DSM 745 chromosome,"Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium","(2105451.0, 2106301.0)",,,,6221273,0.3814606753312384,"(338.92559838294983, 1.2556917667388916, 380.3119640350342)",2033663,6221206.0,505511.0,,,,,,,,0.7577751196172249,0.2401111037529645,0.1834011191058625,,,,,,,,0.6363636363636364,0.2727272727272727,0.0909090909090909,,,,,,,,1.0,0.0,0.2479585434090959,,,,,,,,1.0,0.4771908264951118,0.0,,,,,,,,0.3947368421052631,0.3947368421052631,0.2105263157894736,,,,,,,,-0.6310136385622978,-0.4022064155362186,-1.1244642063090764,,,,,,,
NC_002937,Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3570715.0, 150.0)",,,,3570858,0.6314261166363938,"(191.37769031524658, 1.0424847602844238, 221.8372220993042)",3543982,,,,,,,,,,0.75,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0001703655315664,,,,,,,,,
NZ_AP014862,"Pseudomonas pseudoalcaligenes KF707 = NBRC 110670 DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas oleovorans/pseudoalcaligenes group","(1.0, 526.0)",,,,6183134,0.6554038777099122,"(421.8781988620758, 1.7406527996063232, 491.2707543373108)",2672592,1604068.0,6163010.0,5572473.0,,,,,,,0.5425925925925926,0.3473625073660351,0.3305555555555555,0.1892569242162903,,,,,,,0.1333333333333333,0.0666666666666666,0.6,0.2,,,,,,,1.0,0.5967765490357383,0.0,0.2228479351536158,,,,,,,1.0,0.5963771841321058,0.0,0.2230686506004345,,,,,,,0.037037037037037,0.1296296296296296,0.7222222222222222,0.1111111111111111,,,,,,,-1.2456514387067712,-1.0303789612489054,2.20701583704554,-1.3752222614580687,,,,,,
NZ_CP024932,"Corynebacterium striatum strain 216 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2111060.0, 2111639.0)","(2108835.0, 2109445.0)",,,3031488,0.5901649618933013,"(189.37491536140442, 1.0195658206939697, 215.88162088394165)",8773,2085506.0,1584706.0,,,,,,,,0.5748663101604278,0.3649732620320856,0.3373724682246028,,,,,,,,0.1818181818181818,0.1818181818181818,0.6363636363636364,,,,,,,,1.0,0.0,0.5532100099197801,,,,,,,,1.0,0.0,0.5556381517486847,,,,,,,,0.1176470588235294,0.8235294117647058,0.0588235294117647,,,,,,,,-1.0573534672392226,0.8594658720927641,-1.4222325284195192,,,,,,,
NC_020386,Dehalococcoides mccartyi DCMB5,"Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales, Dehalococcoidaceae, Dehalococcoides","(1596.0, 1926.0)",,,,1431902,0.4707179681291038,"(89.41906261444092, 0.4121513366699219, 97.68132448196411)",1701,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_022108,Chlamydia trachomatis strain E/12-94 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720404.0, 720703.0)",,,,1043010,0.4126058235299757,"(52.19006848335266, 0.32636141777038574, 58.384743452072144)",720426,9.0,,,,,,,,,0.8116883116883117,0.1883116883116883,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.4285714285714285,0.5714285714285714,,,,,,,,,1.4876255144342012,-0.2953278011704496,,,,,,,,
NZ_CP008869,"Pseudomonas aeruginosa strain W16407, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6808802.0, 482.0)",,,,6808844,0.6592349597082853,"(295.91558957099915, 1.638864278793335, 350.1089200973511)",6179051,1865.0,,,,,,,,,0.5997340425531915,0.4002659574468085,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1489361702127659,0.851063829787234,,,,,,,,,-1.018742573018914,1.5194311385327326,,,,,,,,
NC_014718,Burkholderia rhizoxinica HKI 454 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(770009.0, 771103.0)",,,,822304,0.5970492664513367,"(58.91184329986572, 0.3092041015625, 65.73915147781372)",72923,764928.0,148180.0,486274.0,,,,,,,0.3035714285714285,0.1607142857142857,0.0178571428571428,0.0178571428571428,,,,,,,0.2142857142857142,0.6428571428571429,0.0714285714285714,0.0714285714285714,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,-1.1908148420503637,1.073513193696053,-1.0174921127968928,-1.0174921127968928,,,,,,
NC_020510,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA DNA,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium","(120159.0, 120635.0)",,,,632490,0.264076902401619,"(42.989442586898804, 0.3355066776275635, 47.347636461257935)",628982,241159.0,408204.0,141406.0,493446.0,,,,,,0.1541666666666666,0.113095238095238,0.0988095238095238,0.0982142857142857,0.0357142857142857,,,,,,0.2,0.2857142857142857,0.2285714285714285,0.1428571428571428,0.1428571428571428,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.4166666666666667,0.1666666666666666,0.1666666666666666,0.25,0.0,,,,,,-0.931810901197869,-1.1679516825542378,-1.2040838790124353,-1.1382850462647325,-0.9995003294287612,,,,,
NZ_CP008858,"Pseudomonas aeruginosa strain F63912, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6618726.0, 482.0)",,,,6618768,0.6625081888351427,"(379.41902470588684, 2.068058729171753, 453.7819867134094)",6600694,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP022488,"Enterococcus faecalis ARO1/DG chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(2717159.0, 2717680.0)","(1345.0, 1545.0)",,,2717680,0.3774679138088369,"(158.83268237113953, 0.7736585140228271, 175.57563853263855)",2712625,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_011593,Bifidobacterium longum subsp. infantis ATCC 15697,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2832473.0, 209.0)",,,,2832748,0.5986314349176136,"(141.77242469787598, 0.7103796005249023, 158.7608654499054)",1334438,1667976.0,2017895.0,761990.0,2343313.0,295076.0,8192.0,,,,0.5614069952305246,0.4651547855287739,0.3541003899390965,0.3424121794797703,0.2731494231754231,0.1657875659450959,0.1563990461049284,,,,0.2162162162162162,0.081081081081081,0.1351351351351351,0.027027027027027,0.054054054054054,0.2432432432432432,0.2432432432432432,,,,1.0,0.8735189399251723,0.6096772393658492,0.568369668975439,0.3643094870785661,0.2163128107455178,0.0,,,,1.0,0.87660735640296,0.6127656558436368,0.568369668975439,0.3673979035563538,0.2163128107455178,0.0,,,,0.0294117647058823,0.0294117647058823,0.0588235294117647,0.2058823529411764,0.1176470588235294,0.1764705882352941,0.3823529411764705,,,,-1.0640021984133006,-1.382758410491091,-1.0631696528800405,-1.0369110896910654,-1.0454894494947011,-1.482442947577559,-0.8914084720751048,,,
NC_022806,Pseudomonas aeruginosa PA1R,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(3919080.0, 3919759.0)",,,,6309305,0.662887750711053,"(434.33183217048645, 1.83076810836792, 501.76814818382263)",5495370,3900670.0,4951038.0,3364830.0,,,,,,,0.523176291793313,0.368161094224924,0.3426769808982034,0.263252687132641,,,,,,,0.0714285714285714,0.0714285714285714,0.6428571428571429,0.2142857142857142,,,,,,,1.0,0.0,0.6499445654886082,0.3445942991199932,,,,,,,1.0,0.0,0.649334786675634,0.3451945649120908,,,,,,,0.0212765957446808,0.8297872340425532,0.0,0.1489361702127659,,,,,,,-1.4888597735762783,1.3504685327756734,-1.7807223964844268,-1.327678591318252,,,,,,
NZ_CP008859,"Pseudomonas aeruginosa strain H5708, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6334336.0, 482.0)",,,,6334378,0.6651316040817268,"(434.76918935775757, 1.9473485946655273, 503.90041637420654)",5775673,1876.0,,,,,,,,,0.6041666666666666,0.3958333333333333,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1666666666666666,0.8333333333333334,,,,,,,,,-1.0151175455047066,1.5224968824353284,,,,,,,,
