RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_006908,Mycoplasma mobile 163K,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1.0, 214.0)",,,,777079,0.2495125978182398,"(66.97721815109253, 0.4353790283203125, 75.203134059906)",40287,684243.0,755382.0,574656.0,197658.0,286511.0,,,,,0.4068669491934776,0.3639848588612263,0.3417155230189219,0.3110685743634028,0.3013237441519893,0.0471733658699669,,,,,0.1388888888888889,0.1388888888888889,0.2222222222222222,0.0277777777777777,0.1944444444444444,0.2777777777777778,,,,,0.9388548158344012,0.7268752115043138,0.997368791278988,0.3101898500743354,0.3404791689639046,0.002631208721012,,,,,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.2857142857142857,0.0,0.0,,,,,-1.1866078552064936,-1.0652850595041494,0.2503644958506816,-0.9968090457620358,-1.1250911458745927,-1.0080768239047595,,,,
NC_007348,Ralstonia eutropha JMP134 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(2110074.0, 2111616.0)",,,,2726152,0.6498346387142023,"(220.1163558959961, 1.5203301906585693, 245.9333040714264)",2131978,4058.0,1873070.0,1652514.0,,,,,,,0.3333333333333333,0.2380952380952381,0.0714285714285714,0.0238095238095238,,,,,,,0.5,0.2142857142857142,0.2142857142857142,0.0714285714285714,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.5,0.5,0.0,0.0,,,,,,,-0.796762042052678,-1.0544605726179848,-1.0227465492147028,-1.013185459079183,,,,,,
NZ_CP025027,"Streptococcus agalactiae strain SGEHI2015-107 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1998838.0, 1998991.0)","(1997268.0, 1997475.0)",,,2016805,0.3538993606223705,"(173.6901867389679, 0.5413608551025391, 188.960688829422)",2011387,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_014034,Rhodobacter capsulatus SB 1003 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter","(76589.0, 76983.0)",,,,3738958,0.6656188702841808,"(245.5239601135254, 1.2756812572479248, 278.2480580806732)",492836,45591.0,3060526.0,1144523.0,,,,,,,0.5835997004531884,0.5787428753910839,0.157914843330276,0.0177483526790914,,,,,,,0.1578947368421052,0.7368421052631579,0.0526315789473684,0.0526315789473684,,,,,,,0.5929043645174601,0.999386520910094,0.4211129510434598,0.000613479089906,,,,,,,1.0,0.0,0.0,0.0,,,,,,,-2.080946805284996,1.0037538697558397,-1.4671723601068445,-1.0075253729869056,,,,,,
NC_022106,Chlamydia trachomatis strain F/2-93 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720110.0, 720406.0)",,,,1042619,0.4130367852494535,"(81.7545998096466, 0.38350725173950195, 91.19555068016052)",9,720132.0,,,,,,,,,0.4484895109080533,0.4396653355776756,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6636503509059782,0.0008141885512087,,,,,,,,,0.5,0.5,,,,,,,,,-1.0009469231022488,1.3379349109706302,,,,,,,,
NC_017451,Haemophilus influenzae R2866 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(1931795.0, 1932306.0)",,,,1932306,0.3807823398571447,"(136.3628158569336, 0.9576890468597412, 151.76637864112854)",2200,1600438.0,206100.0,613318.0,,,,,,,0.4457280917127718,0.4420368799496119,0.2306905581052214,0.0943267564140244,,,,,,,0.45,0.1,0.1,0.35,,,,,,,0.4780933660474062,0.9988379125761084,0.1602534924974825,0.0011620874238914,,,,,,,0.4090909090909091,0.2272727272727272,0.1818181818181818,0.1818181818181818,,,,,,,-0.2796571876198479,-0.9487717146361528,-1.0239418320638558,-1.0767412331369153,,,,,,
NZ_CP007634,"Vibrio cholerae strain 2012EL-2176 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2547191.0, 2547501.0)",,,,3043139,0.4774691527399833,"(246.53160667419434, 1.1929993629455566, 278.28934240341187)",2556015,6.0,,,,,,,,,0.9162200047225374,0.0837799952774627,,,,,,,,,0.75,0.25,,,,,,,,,0.998660014167612,0.0013399858323881,,,,,,,,,1.0,0.0,,,,,,,,,1.0075331080021153,-1.014048384692587,,,,,,,,
NC_015519,Tepidanaerobacter sp. Re1 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Tepidanaerobacter","(1453.0, 1711.0)",,,,2759867,0.3753430871849984,"(197.0924699306488, 1.4978649616241455, 218.9164366722107)",2756754,1827797.0,,,,,,,,,0.8394115296911733,0.1605884703088267,,,,,,,,,0.9,0.1,,,,,,,,,0.9991869700259008,0.0008130299740991,,,,,,,,,0.6190476190476191,0.3809523809523809,,,,,,,,,1.027714203353276,-1.005010581619957,,,,,,,,
NC_011916,Caulobacter crescentus NA1000,"Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter","(4034858.0, 4034961.0)",,,,4042929,0.6717164709051284,"(296.5815839767456, 2.560462236404419, 337.36950635910034)",14561,3614300.0,,,,,,,,,0.6060606060606061,0.0606060606060606,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.8270351412153536,-1.03026418228285,,,,,,,,
NZ_CP011330,Helicobacter pylori J99,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1142748.0, 1142967.0)","(1141222.0, 1141373.0)",,,1698366,0.3904635396610624,"(140.52817797660828, 0.4122159481048584, 155.7637231349945)",929551,1144929.0,506161.0,28688.0,207442.0,1300050.0,338216.0,,,,0.3730897177011853,0.3445479749573783,0.2913913992399162,0.2057274256597295,0.1897315536267057,0.1860816527432011,0.1647399507392161,,,,0.2647058823529412,0.1470588235294117,0.2352941176470588,0.2352941176470588,0.0588235294117647,0.0294117647058823,0.0294117647058823,,,,0.6440369549611411,0.6404550703829708,0.5692206373482318,0.3029407909110772,0.302940790911077,0.4467898498704703,0.3595449296170292,,,,0.2105263157894736,0.1578947368421052,0.1578947368421052,0.0789473684210526,0.2368421052631578,0.0526315789473684,0.1052631578947368,,,,-1.1580408303965166,-1.0273778968158362,-1.0315554821713429,-1.0026747451816798,-1.0357385597225468,-1.3711993862018526,-1.105282443876889,,,
NC_010508,Burkholderia cenocepacia MC0-3 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(145946.0, 146396.0)",,,,3532883,0.6671947528406686,"(265.2523183822632, 0.9003453254699707, 300.1575870513916)",99255,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_014391,Micromonospora aurantiaca ATCC 27029 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Micromonospora","(2138.0, 3192.0)",,,,7025559,0.7282213415331079,"(450.7619619369507, 2.85536527633667, 514.5667109489441)",6939025,622792.0,6193182.0,1234181.0,5575619.0,1882674.0,2545411.0,4977586.0,3372103.0,,0.6228879448311009,0.3427583770769402,0.309067039184258,0.2410013255216496,0.2384291712696156,0.1989691570077986,0.1515225368559359,0.1419964124411639,0.0715564996133435,,0.2857142857142857,0.0238095238095238,0.0238095238095238,0.0714285714285714,0.0714285714285714,0.0476190476190476,0.1428571428571428,0.119047619047619,0.2142857142857142,,0.9996162154456836,0.83779894075463,0.7724392127908691,0.6515754051363776,0.5843351328564659,0.4540503281662531,0.2521866581868555,0.402179713513968,0.0003837845543164,,0.5833333333333334,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,,1.3734583239392917,-1.027614716235658,-1.148286644098154,-1.13027006053104,-1.1766038131925436,-1.5774829111644957,-1.0604380114639875,-1.2740271853005265,-1.0235248419116385,
NZ_CP008860,"Pseudomonas aeruginosa strain H27930, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6568186.0, 482.0)",,,,6568228,0.6625615006056428,"(430.08757972717285, 1.5439577102661133, 516.0093448162079)",6549629,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_022911,Helicobacter pylori BM012S,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1580869.0, 1581019.0)","(1579273.0, 1579500.0)",,,1660469,0.3887528162224046,"(140.74870920181274, 0.9256274700164795, 155.69963455200195)",1632694,1393135.0,1060059.0,455353.0,1227624.0,,,,,,0.3866107486797142,0.3687387303876775,0.2752314299838254,0.2731125971231921,0.2637371771102621,,,,,,0.5517241379310345,0.2413793103448276,0.0689655172413793,0.1034482758620689,0.0344827586206896,,,,,,0.5,0.5675395835209076,0.5675395835209076,0.5675395835209076,0.499673299291291,,,,,,0.1081081081081081,0.2972972972972973,0.1891891891891892,0.1891891891891892,0.2162162162162162,,,,,,-0.8351811842722734,-1.028892414273188,-1.0090069118099487,-1.019830541706427,-0.998632955058981,,,,,
NC_017325,Sinorhizobium meliloti SM11 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium","(3506490.0, 3506894.0)",,,,3908022,0.6265494411239241,"(286.5974917411804, 1.6289691925048828, 321.0499053001404)",3493508,26001.0,396810.0,,,,,,,,0.463654078342601,0.4342293704158504,0.1298731936867135,,,,,,,,0.3076923076923077,0.3461538461538461,0.3461538461538461,,,,,,,,0.0832699273354953,0.9565342650937054,0.0434657349062945,,,,,,,,1.0,0.0,0.0,,,,,,,,-1.4530722280265858,-1.3156293768303875,-1.0480029470585075,,,,,,,
NC_017542,Paenibacillus polymyxa M1,"Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(1348.0, 1533.0)",,,,5864546,0.4515896030144533,"(438.0978617668152, 1.7971796989440918, 516.6245503425598)",5864164,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_007761,Rhizobium etli CFN 42,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium","(1.0, 472.0)",,,,4381608,0.6127220874163093,"(295.9674346446991, 2.3008551597595215, 341.9069526195526)",4365780,774298.0,1231300.0,1749441.0,3617279.0,,,,,,0.477254100992197,0.3989484321842134,0.2715606455471255,0.2665882635398227,0.1551426363793507,,,,,,0.3103448275862069,0.2758620689655172,0.1724137931034483,0.2068965517241379,0.0344827586206896,,,,,,0.9785603325332414,0.920983227587123,0.4994110006807855,0.0214396674667587,0.2880880076602198,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.5714285714285714,,,,,,-1.419764129939705,-1.627244313925119,-1.018567329142912,-1.0602637615416208,-1.4316498176416994,,,,,
NC_016002,Pseudogulbenkiania sp. NH8B,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Pseudogulbenkiania","(4225063.0, 4225558.0)",,,,4332995,0.6435657091688313,"(294.4858124256134, 2.0529494285583496, 343.39572381973267)",4278658,1489579.0,,,,,,,,,0.9371734507800272,0.0628265492199727,,,,,,,,,0.9230769230769232,0.0769230769230769,,,,,,,,,0.9995545403742698,0.0004454596257301,,,,,,,,,0.8888888888888888,0.1111111111111111,,,,,,,,,0.9971434520699,-1.0167927670802903,,,,,,,,
NC_015222,Nitrosomonas sp. AL212 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas","(1442.0, 1630.0)",,,,3180526,0.4483513104436184,"(255.01139163970947, 1.852980613708496, 295.76464009284973)",19052,2896548.0,1349952.0,1807048.0,,,,,,,0.6370967741935484,0.392396712337878,0.141447019162437,0.1030465949820788,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,1.0,0.8035342230351394,0.0184270789926874,0.0,,,,,,,0.1612903225806451,0.2903225806451613,0.3225806451612903,0.2258064516129032,,,,,,,1.3625040689739398,-1.5570751197815946,-1.0042190363948589,-1.0157388944863337,,,,,,
NC_007964,Nitrobacter hamburgensis X14,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter","(120081.0, 120557.0)",,,,4406967,0.6171378183680523,"(284.60714054107666, 1.5898528099060059, 323.07580494880676)",74299,4047932.0,3636608.0,,,,,,,,0.763537549971241,0.3002040299073388,0.1322957833620922,,,,,,,,0.625,0.3125,0.0625,,,,,,,,0.9989459832470566,0.5881120897220165,0.0010540167529433,,,,,,,,0.6666666666666666,0.0,0.3333333333333333,,,,,,,,1.0628392032615208,-1.0070549488815468,-1.003261812688664,,,,,,,
NZ_CP025442,"Listeria monocytogenes strain MF4562 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(3015851.0, 317.0)","(1674.0, 1866.0)",,,3016037,0.3794651723437079,"(232.9411370754242, 1.9027109146118164, 262.3641002178192)",3015166,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017379,Helicobacter pylori Puno135 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1562405.0, 1562555.0)","(1560804.0, 1561036.0)",,,1646139,0.3882314919942969,"(136.84706282615662, 0.3015420436859131, 149.46713256835938)",1575137,543566.0,1098402.0,1410224.0,814944.0,931020.0,,,,,0.378692402331575,0.313555376571921,0.2969934688649533,0.2214491558452019,0.1527734913116424,0.1224704610086121,,,,,0.3703703703703703,0.1851851851851851,0.3333333333333333,0.037037037037037,0.037037037037037,0.037037037037037,,,,,0.6293432002607182,0.5509354899851232,0.2849198005342539,0.4227649759531143,0.284919800534254,0.284919800534254,,,,,0.1363636363636363,0.1363636363636363,0.2045454545454545,0.2045454545454545,0.2727272727272727,0.0454545454545454,,,,,-1.0979675296640332,-1.00267174647992,-1.1633476823992348,-1.018210763603293,-1.0121108486434034,-1.0706032946516908,,,,
NC_017512,Neisseria meningitidis WUE 2594,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria","(2213318.0, 2215491.0)",,,,2227255,0.5184314324134417,"(162.61164045333862, 0.29503631591796875, 182.02673149108887)",9100,229635.0,1856587.0,,,,,,,,0.6859272835604244,0.3805621050004151,0.1442826154964793,,,,,,,,0.6428571428571429,0.1428571428571428,0.2142857142857142,,,,,,,,0.6323160121719563,0.9988291721441024,0.0011708278558976,,,,,,,,0.782608695652174,0.0,0.217391304347826,,,,,,,,1.9428746880453491,-0.990883046407018,-1.0000673096464832,,,,,,,
NZ_CP006825,Helicobacter pylori oki673,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1518607.0, 1518759.0)","(1517000.0, 1517238.0)",,,1595058,0.3882028114338162,"(123.54545760154724, 0.8915531635284424, 132.92165994644165)",73210,1053066.0,696435.0,,,,,,,,0.5633449897178887,0.3904965084968293,0.2750038893526398,,,,,,,,0.6111111111111112,0.3333333333333333,0.0555555555555555,,,,,,,,0.7574952866139837,0.4452990493000119,0.4837418267880781,,,,,,,,0.3214285714285714,0.3928571428571428,0.2857142857142857,,,,,,,,0.1339934772276754,-0.8047300187715516,-1.041704207053983,,,,,,,
NC_011770,Pseudomonas aeruginosa LESB58,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6601566.0, 482.0)",,,,6601757,0.6629738113656712,"(439.80849027633667, 3.6239771842956543, 525.6316232681274)",6761,1157882.0,1717821.0,2831135.0,,,,,,,0.8373943765643949,0.2430116543134332,0.1552200002676092,0.0932474453817748,,,,,,,0.6428571428571429,0.0714285714285714,0.0714285714285714,0.2142857142857142,,,,,,,0.9997607694447374,0.5923890002073804,0.3942314293742563,0.0002392305552625,,,,,,,0.8695652173913043,0.0,0.0652173913043478,0.0652173913043478,,,,,,,1.003650103346799,-1.6480853354094558,-1.1521988418271158,-1.0239795647096068,,,,,,
NC_008011,Lawsonia intracellularis PHE/MN1-00,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Lawsonia","(983356.0, 984329.0)",,,,1457619,0.332844865496402,"(117.27295136451721, 0.4058196544647217, 128.9832148551941)",979391,609479.0,,,,,,,,,0.7134411650310742,0.2209310697810671,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,,0.6062325860023139,0.1968841184341103,,,,,,,,,0.625,0.375,,,,,,,,,1.250136669778569,-1.1377670039340453,,,,,,,,
NC_021879,Anaplasma phagocytophilum str. HZ2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group","(20557.0, 20941.0)",,,,1477581,0.4164509424525626,"(112.76109910011292, 0.7484467029571533, 122.98340821266174)",114,1320969.0,581807.0,151965.0,,,,,,,0.5234323695669812,0.3078768140114257,0.2667283883835151,0.1886175547521665,,,,,,,0.5,0.3333333333333333,0.1111111111111111,0.0555555555555555,,,,,,,0.4302971087009439,0.4302971087009439,0.4302971087009439,0.5690740540394341,,,,,,,0.64,0.16,0.12,0.08,,,,,,,1.0257791418550817,-1.0893443005334411,-1.0526959341668496,-1.242514916063791,,,,,,
NZ_CP023391,"Staphylococcus aureus subsp. aureus strain Newman chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2878684.0, 516.0)","(1879.0, 2162.0)",,,2878897,0.3288829020281031,"(217.63940000534058, 0.6058521270751953, 248.2602617740631)",17900,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_LT906445,"Veillonella parvula strain NCTC11810 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Negativicutes, Veillonellales, Veillonellaceae, Veillonella","(2131154.0, 2132142.0)","(1426.0, 1831.0)",,,2132142,0.3862932206203902,"(165.94615745544434, 1.3129217624664307, 183.1488766670227)",2541,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_AP014622,"Pseudomonas aeruginosa DNA, complete genome, strain: NCGM 1900.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6814894.0, 482.0)",,,,6814936,0.6598110385776184,"(471.8335244655609, 3.643157482147217, 540.3890731334686)",6789238,6173278.0,2621005.0,,,,,,,,0.7561035687903112,0.3483435570743413,0.1496107169239746,,,,,,,,0.1428571428571428,0.4285714285714285,0.4285714285714285,,,,,,,,0.9997392777995048,0.7621735283658813,0.0002607222004953,,,,,,,,0.84,0.14,0.02,,,,,,,,1.394637808861381,-1.4464486949350863,-1.0559629015322978,,,,,,,
NZ_LT630287,"Lactobacillus acidipiscis strain ACA-DC 1533 genome assembly, chromosome: I.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2606823.0, 2607423.0)","(1372.0, 1613.0)",,,2607423,0.3980025488768028,"(185.80089569091797, 0.6084227561950684, 207.88385701179504)",2237,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_008609,Pelobacter propionicus DSM 2379,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Pelobacteraceae, Pelobacter","(4007650.0, 4008000.0)",,,,4008000,0.5902417664670658,"(295.60711002349854, 1.6427114009857178, 341.0440549850464)",1764,697271.0,1776731.0,,,,,,,,0.7082672550264096,0.3555505136430741,0.1390227350049017,,,,,,,,0.75,0.0833333333333333,0.1666666666666666,,,,,,,,0.9998017650792292,0.6083182075958891,0.0004015383480385,,,,,,,,0.375,0.375,0.25,,,,,,,,1.239563595080269,-1.3728178462594167,-1.0036322966596467,,,,,,,
NC_017934,Mesotoga prima MesG1.Ag.4.2 chromosome,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Mesotoga","(1403.0, 1555.0)",,,,2974229,0.4545110682465943,"(211.4380841255188, 1.1734905242919922, 242.32568764686584)",538,2599232.0,1984583.0,1496440.0,2256040.0,,,,,,0.4626330483047149,0.2574865292209576,0.230175100177449,0.2093417668441157,0.1719513333402742,,,,,,0.391304347826087,0.217391304347826,0.1304347826086956,0.1304347826086956,0.1304347826086956,,,,,,0.7465947970880578,0.4925682833150469,0.2475905179236515,0.2475905179236515,0.2604192174121269,,,,,,0.25,0.25,0.0625,0.3125,0.125,,,,,,-1.2120289346602826,-1.1162026436024926,-1.0033196732492238,-1.175096467521116,-1.0077968052536912,,,,,
NC_018020,Turneriella parva DSM 21527 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Turneriella","(1371958.0, 1372413.0)",,,,4384015,0.5363478455251636,"(291.40460681915283, 1.9381601810455322, 339.4610803127289)",4370181,1353408.0,,,,,,,,,0.5277777777777778,0.4582878138914739,,,,,,,,,0.5833333333333334,0.4166666666666667,,,,,,,,,0.5,0.4581967750077551,,,,,,,,,0.5,0.5,,,,,,,,,0.8031982563139755,0.1970104151698128,,,,,,,,
NC_017192,Arcobacter sp. L,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter","(2945447.0, 2945673.0)",,,,2945673,0.2656374281870391,"(200.86224627494812, 1.9157893657684326, 235.09262132644653)",2869837,821981.0,2012649.0,,,,,,,,0.6301587301587301,0.2484536036657625,0.165079365079365,,,,,,,,0.5333333333333333,0.4,0.0666666666666666,,,,,,,,1.0,0.1310750967115731,0.0,,,,,,,,0.3571428571428571,0.2142857142857142,0.4285714285714285,,,,,,,,0.9815436110829614,-1.014845798083031,-1.0102765721724165,,,,,,,
NC_017671,Stenotrophomonas maltophilia D457,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas maltophilia group","(2709.0, 3699.0)",,,,4769156,0.6675420137231829,"(346.48455786705017, 1.7031352519989014, 397.06769275665283)",10643,1628810.0,3142891.0,,,,,,,,0.8392404354819559,0.0971804047523658,0.063789867548347,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.9995394882640498,0.0006321233480066,0.0004605117359501,,,,,,,,0.7,0.2,0.1,,,,,,,,1.0468538310543345,-1.0180168655958264,-1.0199797130704846,,,,,,,
NC_009511,Sphingomonas wittichii RW1,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","(3115711.0, 3116148.0)",,,,5382261,0.6839751918385228,"(358.2388331890106, 2.9912755489349365, 399.1689350605011)",3172215,19059.0,4033800.0,3579296.0,1734677.0,797902.0,,,,,0.3970686208549863,0.2888888888888888,0.2692908430772086,0.2415130652994308,0.2401930988616678,0.1290819877505567,,,,,0.35,0.2,0.3,0.05,0.05,0.05,,,,,0.5078725292316258,0.5078725292316258,0.5078725292316258,0.5,0.3372459632516703,0.3372459632516703,,,,,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,,,,,-0.806015170531567,-1.0789235327467432,-1.0525055842690856,-1.041641782107761,-1.2294264988247088,-1.2294264988247088,,,,
NZ_CP013430,Burkholderia multivorans strain AU1185 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(20506.0, 21447.0)","(11352.0, 11820.0)",,,3525707,0.6659696906180803,"(255.41381454467773, 0.9485039710998535, 283.6156470775604)",40214,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_022538,complete chromosome Acholeplasma palmae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1554160.0, 291.0)",,,,1554229,0.2898253732236369,"(113.88432192802429, 0.6368257999420166, 127.02177619934082)",1547034,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_022514,Ralstonia pickettii DTP0602 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(2887992.0, 102.0)",,,,2889590,0.664920974948003,"(220.46162843704224, 1.0093846321105957, 251.2902135848999)",2116,1039433.0,276032.0,,,,,,,,0.25,0.0416666666666666,0.0416666666666666,,,,,,,,0.75,0.125,0.125,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.3541372520362236,-1.0295843570338272,-1.0295843570338272,,,,,,,
