RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NC_021884,Burkholderia pseudomallei MSHR305 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(2300400.0, 2301137.0)",,,,4054155,False,0.6782214789518408,2287442,2907.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_014314,Dehalogenimonas lykanthroporepellens BL-DC-9 chromosome,"Bacteria, Chloroflexi, Dehalococcoidetes, Dehalogenimonas","(1686441.0, 181.0)",,,,1686510,True,0.5504438159275664,883,1347877.0,302814.0,1142718.0,1600321.0,,,,,,0.3103448275862069,0.3448275862068966,0.1724137931034483,0.1379310344827586,0.0344827586206896,,,,,
NC_017305,Corynebacterium pseudotuberculosis PAT10 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2334349.0, 2335323.0)",,,,2335323,False,0.5218815555706855,2334251,,,,,,,,,,1.0,,,,,,,,,
NC_010336,Francisella philomiragia subsp. philomiragia ATCC 25017,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(895633.0, 896081.0)",,,,2045775,False,0.3257332795639794,906826,,,,,,,,,,1.0,,,,,,,,,
NZ_LT799839,"Clostridium chauvoei JF4335 genome assembly, chromosome: I.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2887323.0, 410.0)","(1770.0, 2026.0)",,,2887451,False,0.2828934586249256,2875229,,,,,,,,,,1.0,,,,,,,,,
NC_017501,Neisseria meningitidis 8013,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria","(2264131.0, 2265670.0)",,,,2277550,True,0.5142552304010889,2080815,2267952.0,567789.0,1262678.0,,,,,,,0.0769230769230769,0.6923076923076923,0.1538461538461538,0.0769230769230769,,,,,,
NC_017362,Helicobacter pylori Lithuania75 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1511982.0, 1512133.0)","(1510394.0, 1510613.0)",,,1624644,True,0.3891634105687153,1553576,563669.0,822574.0,1260344.0,133663.0,985430.0,,,,,0.4,0.36,0.08,0.08,0.04,0.04,,,,
NC_014371,Prevotella melaninogenica ATCC 25845 chromosome chromosome 1I,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(1606.0, 2409.0)",,,,1371874,True,0.4106608915979164,1238827,840122.0,135292.0,459863.0,,,,,,,0.5,0.3125,0.125,0.0625,,,,,,
NZ_CP009042,"Vibrio cholerae O1 biovar El Tor strain FJ147 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(7101.0, 7411.0)",,,,3045476,False,0.4768200438946161,3045275,,,,,,,,,,1.0,,,,,,,,,
NC_013526,Thermobaculum terrenum ATCC BAA-798 chromosome 2,"Bacteria, Thermobaculum","(23359.0, 24946.0)",,,,1074634,True,0.6375770727522114,670039,48224.0,263441.0,553668.0,908734.0,1030623.0,,,,,0.3,0.2333333333333333,0.2,0.1,0.1,0.0666666666666666,,,,
NZ_CP023637,Mycobacterium tuberculosis strain TBDM2717 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4411442,False,0.6561346607299835,4411131,3903524.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_021743,Mannheimia haemolytica D153,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia","(1564271.0, 1564718.0)",,,,2681844,True,0.410384422061835,1266702,1509657.0,1756856.0,2485463.0,,,,,,,0.0666666666666666,0.5333333333333333,0.3333333333333333,0.0666666666666666,,,,,,
NZ_CP023970,"Staphylococcus lugdunensis strain FDAARGOS_381 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1437032.0, 1437317.0)","(1435014.0, 1435663.0)",,,2560809,False,0.3383528408405312,1446658,2558986.0,,,,,,,,,0.45,0.55,,,,,,,,
NZ_CP025044,Clostridioides difficile strain R0104a chromosome.,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Clostridioides","(4080325.0, 4080565.0)","(4078347.0, 4079004.0)",,,4190038,True,0.2873272271039069,4106873,1382443.0,,,,,,,,,0.8,0.2,,,,,,,,
NC_004757,Nitrosomonas europaea ATCC 19718,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas","(1591.0, 1790.0)",,,,2812094,False,0.5071818367380322,2787494,,,,,,,,,,1.0,,,,,,,,,
NC_017051,Rickettsia prowazekii str. Dachau chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1108668.0, 1109051.0)",,,,1109051,False,0.2900263378329761,9002,228222.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_013941,Escherichia coli O55:H7 str. CB9615 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4606596.0, 4606973.0)",,,,5386352,False,0.505230627333676,4608439,343.0,3683633.0,,,,,,,,0.75,0.1666666666666666,0.0833333333333333,,,,,,,
NC_017741,Helicobacter pylori Shi112 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1577971.0, 1578122.0)","(1576384.0, 1576602.0)",,,1663456,True,0.387726516361118,1078408,1401727.0,1571186.0,462988.0,1265387.0,,,,,,0.3,0.3,0.3,0.0666666666666666,0.0333333333333333,,,,,
NZ_CP021889,"Bacillus subtilis subsp. subtilis strain SRCM100761 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3988005.0, 3988630.0)","(1342.0, 1529.0)",,,3988630,False,0.4363438072721711,3292,,,,,,,,,,1.0,,,,,,,,,
NZ_CP007521,"Mycoplasma californicum strain ST-6, complete genome.","Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(793574.0, 793841.0)",,,,793841,True,0.3082896952916264,778900,455683.0,136545.0,537112.0,,,,,,,0.6666666666666666,0.1666666666666666,0.0833333333333333,0.0833333333333333,,,,,,
NZ_CP023481,"Bacillus glycinifermentans strain KBN06P03352 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3015819.0, 3015986.0)","(3013843.0, 3014474.0)",,,4659467,False,0.4607906870034706,3057445,4619793.0,,,,,,,,,0.5833333333333334,0.4166666666666667,,,,,,,,
NC_017596,Streptococcus pyogenes Alab49 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1590.0, 1743.0)",,,,1827308,False,0.3857981248919175,2903,,,,,,,,,,1.0,,,,,,,,,
NC_018018,Flexibacter litoralis DSM 6794 chromosome,"Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Flexibacter","(2058729.0, 2059764.0)",,,,4919337,True,0.3067177548519241,3012074,79103.0,2118009.0,1617393.0,4404137.0,,,,,,0.4444444444444444,0.3055555555555556,0.1944444444444444,0.0277777777777777,0.0277777777777777,,,,,
NC_021833,Spiroplasma diminutum CUAS-1,"Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(945023.0, 945296.0)",,,,945296,False,0.2545911545166804,941207,,,,,,,,,,1.0,,,,,,,,,
NC_015681,Thermodesulfatator indicus DSM 15286 chromosome,"Bacteria, Thermodesulfobacteria, Thermodesulfobacteriales, Thermodesulfobacteriaceae, Thermodesulfatator","(1054019.0, 1054412.0)",,,,2322224,True,0.4242545077477452,2313669,1153763.0,1833879.0,142749.0,1642120.0,559829.0,2041976.0,,,,0.4285714285714285,0.1904761904761904,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,,,
NC_014831,Thermaerobacter marianensis DSM 12885 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XVII. Incertae Sedis, Thermaerobacter","(2844644.0, 512.0)",,,,2844696,False,0.7248208595927298,4789,2118311.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_009455,Dehalococcoides sp. BAV1,"Bacteria, Chloroflexi, Dehalococcoidetes, Dehalococcoides","(1580.0, 1909.0)",,,,1341892,False,0.4717257424591546,1334398,290631.0,742610.0,,,,,,,,0.3571428571428571,0.5714285714285714,0.0714285714285714,,,,,,,
NZ_LN680001,"Bacillus sp. genome assembly BS34ACh, chromosome : I.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4233399.0, 409.0)","(1751.0, 1938.0)",,,4233615,False,0.4349384627558245,3237,,,,,,,,,,1.0,,,,,,,,,
NC_022911,Helicobacter pylori BM012S,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1580869.0, 1581019.0)","(1579273.0, 1579500.0)",,,1660469,True,0.3887528162224046,1632694,1393135.0,455353.0,1060059.0,1227624.0,,,,,,0.5517241379310345,0.2413793103448276,0.1034482758620689,0.0689655172413793,0.0344827586206896,,,,,
NC_015318,Hippea maritima DSM 10411 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfurellales, Desulfurellaceae, Hippea","(1289.0, 1495.0)",,,,1694430,True,0.3747425387888553,1038,1513514.0,1223507.0,,,,,,,,0.5,0.3333333333333333,0.1666666666666666,,,,,,,
NC_021820,Salmonella enterica subsp. enterica serovar Typhimurium str. 08-1736,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(314448.0, 314825.0)",,,,4822189,False,0.522492378461317,311957,,,,,,,,,,1.0,,,,,,,,,
NC_017361,Helicobacter pylori SouthAfrica7 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1475808.0, 1475960.0)","(1474211.0, 1474439.0)",,,1653913,True,0.3849803466083161,1488262,1037202.0,715977.0,1647446.0,141287.0,,,,,,0.3076923076923077,0.3076923076923077,0.1538461538461538,0.1538461538461538,0.0769230769230769,,,,,
NC_021715,Mycobacterium yongonense 05-1390,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC)","(5520206.0, 32.0)",,,,5521023,False,0.6795070406335927,5370859,3483888.0,4012243.0,,,,,,,,0.8666666666666667,0.0666666666666666,0.0666666666666666,,,,,,,
NC_013172,Brachybacterium faecium DSM 4810,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Dermabacteraceae, Brachybacterium","(3605431.0, 3608166.0)",,,,3614992,True,0.7204577492840925,403217,826111.0,1747352.0,3073412.0,1295960.0,2582989.0,,,,,0.2162162162162162,0.2432432432432432,0.2432432432432432,0.1351351351351351,0.081081081081081,0.081081081081081,,,,
NC_014734,Paludibacter propionicigenes WB4 chromosome,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter","(2536346.0, 2536451.0)",,,,3685504,True,0.3885666655089779,3666026,2553097.0,1903140.0,827161.0,1210983.0,,,,,,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.0555555555555555,0.0555555555555555,,,,,
NC_011528,Coxiella burnetii CbuK_Q154,"Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella","(23036.0, 23558.0)",,,,2063100,False,0.4267335562987737,2045916,203581.0,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,
NZ_CP008820,"Ochrobactrum anthropi strain OAB chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum","(275458.0, 276352.0)",,,,2708454,False,0.5610244811246563,419914,,,,,,,,,,1.0,,,,,,,,,
NC_008508,Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome 1,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(5568.0, 6678.0)",,,,3614446,False,0.4023487970217289,48660,500080.0,,,,,,,,,0.9166666666666666,0.0833333333333333,,,,,,,,
NZ_CP008885,"Bifidobacterium longum strain BXY01, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2480495.0, 209.0)",,,,2480603,True,0.5981997119248827,2464339,1148299.0,1384558.0,363228.0,2008493.0,707412.0,1633195.0,,,,0.2631578947368421,0.2368421052631578,0.1842105263157894,0.1052631578947368,0.1052631578947368,0.0789473684210526,0.0263157894736842,,,
NC_007618,Brucella melitensis biovar Abortus 2308 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2007638.0, 2008089.0)",,,,2121359,True,0.5715699228654839,41565,2006197.0,1613622.0,,,,,,,,0.0625,0.5625,0.375,,,,,,,
NC_017986,Pseudomonas putida ND6 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(2728668.0, 2729268.0)",,,,6085449,False,0.6177261529921622,2734792,,,,,,,,,,1.0,,,,,,,,,
NC_009655,Actinobacillus succinogenes 130Z,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Actinobacillus","(379950.0, 380456.0)",,,,2319663,False,0.4491859377849282,378590,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022373,"Lactobacillus plantarum strain dm chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2238254.0, 2238758.0)","(2236709.0, 2236885.0)",,,3325676,False,0.4451840768613659,2235670,,,,,,,,,,1.0,,,,,,,,,
NZ_CP009261,"Vibrio vulnificus strain 93U204 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3315651.0, 3315962.0)",,,,3315989,False,0.4648459328423586,2481,,,,,,,,,,1.0,,,,,,,,,
NC_010740,Brucella abortus S19 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(4046.0, 4906.0)",,,,1161449,False,0.5733639617408943,816,,,,,,,,,,1.0,,,,,,,,,
NC_004463,Bradyrhizobium japonicum USDA 110,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium","(680553.0, 681016.0)",,,,9105828,False,0.6405938043196072,744655,,,,,,,,,,1.0,,,,,,,,,
NC_018177,Pseudomonas stutzeri DSM 10701 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(4174076.0, 458.0)",,,,4174118,False,0.6321356990866094,12005,2710654.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_009656,Pseudomonas aeruginosa PA7,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6588296.0, 487.0)",,,,6588339,False,0.6644943437185002,6567673,6003056.0,,,,,,,,,0.9,0.1,,,,,,,,
NZ_CP008856,"Pseudomonas aeruginosa strain F23197, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6517298.0, 482.0)",,,,6517340,False,0.66209128263985,6498834,1149134.0,1714753.0,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,
NC_021176,Salmonella enterica subsp. enterica serovar Typhi str. Ty21a,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3750546.0, 3750923.0)",,,,4791958,False,0.5204162891244039,3748047,181.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_012108,Desulfobacterium autotrophicum HRM2,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium","(5588316.0, 5589073.0)",,,,5589073,False,0.4884700915518548,5588043,,,,,,,,,,1.0,,,,,,,,,
NC_010843,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome 1I,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(277555.0, 102.0)",,,,277655,False,0.392731987538492,274590,29104.0,93534.0,65604.0,126039.0,160532.0,180858.0,230212.0,,,0.3,0.2333333333333333,0.1666666666666666,0.1,0.0666666666666666,0.0666666666666666,0.0333333333333333,0.0333333333333333,,
NC_008700,Shewanella amazonensis SB2B,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4305767.0, 69.0)",,,,4306142,False,0.5358638893004457,1545,,,,,,,,,,1.0,,,,,,,,,
NC_014733,Methylovorus sp. MP688 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylovorus","(1548.0, 1873.0)",,,,2862391,False,0.5543805860205682,2224,2125082.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_005090,Wolinella succinogenes DSM 1740,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella","(2110228.0, 2110355.0)",,,,2110355,False,0.4845800824979683,3889,,,,,,,,,,1.0,,,,,,,,,
NC_017764,Pasteurella multocida subsp. multocida str. 3480 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella","(1887602.0, 1888088.0)",,,,2378127,False,0.4028746151908624,2310660,1887621.0,,,,,,,,,0.4705882352941176,0.5294117647058824,,,,,,,,
NC_014834,Rhodopseudomonas palustris DX-1 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas","(364360.0, 364639.0)",,,,5404117,True,0.6544129225921644,1242,989312.0,475001.0,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,
NC_020967,Chlamydia trachomatis D/SotonD1 high quality draft genome sequence,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720602.0, 720898.0)",,,,1042585,True,0.412990787321897,4,720622.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,
NC_002944,Mycobacterium avium subsp. paratuberculosis K-10,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC)","(1531.0, 2099.0)",,,,4829781,True,0.6929860794930454,4829228,3875889.0,2334526.0,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,
NC_021892,Chlamydia trachomatis J/6276tet1,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720623.0, 720919.0)",,,,1080953,True,0.4151059296750182,9,720644.0,814615.0,,,,,,,,0.2307692307692307,0.6923076923076923,0.0769230769230769,,,,,,,
NC_017301,Corynebacterium pseudotuberculosis C231 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2327324.0, 2328208.0)",,,,2337250,False,0.5218312118943202,2336176,984128.0,,,,,,,,,0.9,0.1,,,,,,,,
NC_021847,Kuk str. FDA_R31 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(367399.0, 367826.0)",,,,3362228,True,0.4535938669239563,365730,3362157.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,
NC_017535,Propionibacterium acnes 6609 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium","(1748.0, 2134.0)",,,,2560282,False,0.6001014731970932,2559643,,,,,,,,,,1.0,,,,,,,,,
NZ_CP009343,"Francisella philomiragia strain O#319-029, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1059817.0, 1060298.0)",,,,2040998,False,0.3257377028296941,1071040,,,,,,,,,,1.0,,,,,,,,,
NC_009485,Bradyrhizobium sp. BTAi1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium","(169257.0, 169511.0)",,,,8264687,False,0.6492014761115575,25218,,,,,,,,,,1.0,,,,,,,,,
NC_000907,Haemophilus influenzae Rd KW20,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(603005.0, 603689.0)",,,,1830138,True,0.3814788830131935,1184057,616205.0,391543.0,1829328.0,,,,,,,0.1052631578947368,0.4736842105263157,0.2631578947368421,0.1578947368421052,,,,,,
NC_008228,Pseudoalteromonas atlantica T6c,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(5178859.0, 5179914.0)",,,,5187005,False,0.4461609348747495,5182541,,,,,,,,,,1.0,,,,,,,,,
NC_020300,Bartonella australis Aust/NH1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella","(1595830.0, 1596490.0)",,,,1596490,False,0.4183978603060463,1592387,,,,,,,,,,1.0,,,,,,,,,
NC_017631,Escherichia coli ABU 83972 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4295505.0, 4295882.0)",,,,5131397,False,0.5058394429431206,4240363,5046.0,2989995.0,,,,,,,,0.6363636363636364,0.2727272727272727,0.0909090909090909,,,,,,,
NC_021252,Amycolatopsis orientalis HCCB10007,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Amycolatopsis","(1636.0, 2535.0)",,,,8948591,False,0.6900626031517141,8820438,708933.0,8058940.0,,,,,,,,0.5384615384615384,0.3846153846153846,0.0769230769230769,,,,,,,
NC_003272,Nostoc sp. PCC 7120,"Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Nostoc","(2404398.0, 2404811.0)",,,,6413771,True,0.4134754733213892,2310787,628054.0,5466043.0,4102861.0,4953061.0,,,,,,0.1707317073170731,0.5609756097560976,0.1707317073170731,0.073170731707317,0.024390243902439,,,,,
NC_021082,Mannheimia haemolytica M42548,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia","(507983.0, 508430.0)",,,,2731870,True,0.4104734119851969,44514,563004.0,804135.0,1659180.0,,,,,,,0.3333333333333333,0.5333333333333333,0.0666666666666666,0.0666666666666666,,,,,,
NC_021214,Thermotoga maritima MSB8,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(156961.0, 157517.0)",,,,1869612,True,0.4624874038035699,1194268,1512078.0,142466.0,1698308.0,561824.0,,,,,,0.3870967741935484,0.2258064516129032,0.2258064516129032,0.0967741935483871,0.064516129032258,,,,,
NZ_CP022537,"Streptococcus agalactiae strain 874391 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2153831.0, 101.0)","(1464.0, 1617.0)",,,2153937,False,0.3549444575212738,941,,,,,,,,,,1.0,,,,,,,,,
NC_010161,Bartonella tribocorum CIP 105476,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella","(2618505.0, 2619061.0)",,,,2619061,False,0.3885606329902205,2607566,,,,,,,,,,1.0,,,,,,,,,
NC_017431,Chlamydia trachomatis E/11023 chromosome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720419.0, 720718.0)",,,,1043025,True,0.4130965221351357,9,720441.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,
NC_021052,Chlamydia trachomatis L2/434/Bu(f),"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1038546.0, 1038842.0)",,,,1038842,False,0.4132919154212094,63,,,,,,,,,,1.0,,,,,,,,,
NZ_AP014628,"Pseudomonas sp. St29 DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6832653.0, 101.0)",,,,6833117,False,0.633170630621428,6802747,,,,,,,,,,1.0,,,,,,,,,
NZ_AP014862,"Pseudomonas pseudoalcaligenes KF707 = NBRC 110670 DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas oleovorans/pseudoalcaligenes group","(1.0, 526.0)",,,,6183134,False,0.6554038777099122,6163010,5572473.0,2672592.0,1604068.0,,,,,,,0.6,0.2,0.1333333333333333,0.0666666666666666,,,,,,
NC_005139,Vibrio vulnificus YJ016 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3354390.0, 352.0)",,,,3354505,False,0.4641134832113829,3353728,,,,,,,,,,1.0,,,,,,,,,
NC_008048,Sphingopyxis alaskensis RB2256,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(1535.0, 1681.0)",,,,3345170,True,0.6550154401719495,68659,2963263.0,2171483.0,2571063.0,,,,,,,0.4761904761904761,0.3333333333333333,0.0952380952380952,0.0952380952380952,,,,,,
NC_017625,Escherichia coli DH1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4588458.0, 4588835.0)",,,,4630707,False,0.508099087245209,16733,,,,,,,,,,1.0,,,,,,,,,
NC_015422,Alicycliphilus denitrificans K601 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Alicycliphilus","(42009.0, 42267.0)",,,,4995263,False,0.6798318727162114,15722,3972003.0,2120077.0,3531698.0,3107871.0,4518542.0,876359.0,,,,0.3142857142857143,0.2571428571428571,0.1142857142857142,0.1142857142857142,0.0857142857142857,0.0857142857142857,0.0285714285714285,,,
NC_009972,Herpetosiphon aurantiacus ATCC 23779,"Bacteria, Chloroflexi, Herpetosiphonales, Herpetosiphonaceae, Herpetosiphon","(6345664.0, 76.0)",,,,6346587,True,0.507156681220946,6322986,5642000.0,4910403.0,1622112.0,3317072.0,3916063.0,2227306.0,,,,0.2758620689655172,0.2413793103448276,0.1724137931034483,0.1034482758620689,0.1034482758620689,0.0689655172413793,0.0344827586206896,,,
NC_013532,Anaplasma centrale str. Israel,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma","(95115.0, 95499.0)",,,,1206806,True,0.4998491886848424,272100,76842.0,403472.0,795186.0,1143021.0,,,,,,0.1764705882352941,0.5294117647058824,0.1176470588235294,0.1176470588235294,0.0588235294117647,,,,,
