RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NZ_CP007519,"Trueperella pyogenes strain TP6375, complete genome.","Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Trueperella","(1612911.0, 1613248.0)",,,,2338390,False,0.5950136632469348,1628102,,,,,,,,,,1.0,,,,,,,,,
NC_010645,Bordetella avium 197N,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(3716849.0, 3717499.0)",,,,3732255,False,0.6158258211188679,3725101,,,,,,,,,,1.0,,,,,,,,,
NZ_CP010413,"Bifidobacterium breve strain BR3, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2196871.0, 2197188.0)",,,,2421115,True,0.5908409968134517,1794535,1524536.0,433478.0,2202857.0,978211.0,670107.0,304.0,,,,0.2121212121212121,0.2121212121212121,0.1515151515151515,0.1515151515151515,0.0909090909090909,0.0909090909090909,0.0909090909090909,,,
NZ_CP007287,"Bifidobacterium coryneforme strain LMG18911, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1754712.0, 1755151.0)","(1771.0, 2181.0)",,,1755151,False,0.6050932369921448,5228,,,,,,,,,,1.0,,,,,,,,,
NC_008278,Frankia alni ACN14a,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(2029.0, 2855.0)",,,,7497934,False,0.7282808837741169,20462,4906997.0,4049458.0,,,,,,,,0.6,0.2,0.2,,,,,,,
NZ_CP007255,"Rhodococcus erythropolis R138, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus","(682573.0, 683352.0)",,,,6236862,False,0.6246869018426253,640224,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022544,"Bifidobacterium pseudolongum strain UMB-MBP-01 chromosome, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2007847.0, 71.0)","(1650.0, 2147.0)",,,2008102,False,0.6342840154533983,1996562,932470.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP018845,"Herbaspirillum frisingense strain AA6 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum","(3582080.0, 3583201.0)",,,,5445269,False,0.6509674728649769,5438110,,,,,,,,,,1.0,,,,,,,,,
NC_014734,Paludibacter propionicigenes WB4 chromosome,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter","(2536346.0, 2536451.0)",,,,3685504,True,0.3885666655089779,3665265,2549363.0,,,,,,,,,0.6,0.4,,,,,,,,
NC_017470,Lactobacillus amylovorus GRL1118 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1893968.0, 44.0)",,,,1894401,False,0.381476783426529,1151,,,,,,,,,,1.0,,,,,,,,,
NC_011831,Chloroflexus aggregans DSM 9485,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Chloroflexus","(4684690.0, 207.0)",,,,4684931,True,0.564284938241353,7012,2274352.0,,,,,,,,,0.5,0.5,,,,,,,,
NZ_AP014680,"Lactobacillus hokkaidonensis DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2277854.0, 317.0)","(1677.0, 1851.0)",,,2277985,False,0.381203124691339,2277959,,,,,,,,,,1.0,,,,,,,,,
NC_014932,Bartonella clarridgeiae 73,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella","(1522091.0, 1522743.0)",,,,1522743,False,0.3572697428259397,1521823,,,,,,,,,,1.0,,,,,,,,,
NC_015722,Candidatus Midichloria mitochondrii IricVA chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Candidatus Midichloria","(1183035.0, 1183732.0)",,,,1183732,False,0.3655354421439988,27,937836.0,215911.0,720587.0,1109966.0,,,,,,0.2903225806451613,0.2903225806451613,0.2258064516129032,0.0967741935483871,0.0967741935483871,,,,,
NZ_CP009251,"Corynebacterium stationis strain 622=DSM 20302, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2807971.0, 2808767.0)","(1837.0, 2579.0)",,,2808767,False,0.5481202249955229,2803219,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011602,"Kluyvera intermedia strain CAV1151, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Kluyvera","(4575153.0, 4575525.0)",,,,5529134,False,0.5274697628959616,4573674,5518391.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP015079,"Nocardioides dokdonensis FR1436, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides","(1321209.0, 1321343.0)",,,,4376707,True,0.7225585354468553,3208827,2094983.0,4357319.0,495181.0,1302356.0,902979.0,,,,,0.2195121951219512,0.2195121951219512,0.2195121951219512,0.1707317073170731,0.1219512195121951,0.048780487804878,,,,
NC_015589,Desulfotomaculum ruminis DSM 2154 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(3968716.0, 105.0)","(1435.0, 1665.0)",,,3969014,False,0.472430432344154,1241,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022315,"Virgibacillus sp. LM2416 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(1200649.0, 1201275.0)","(1199113.0, 1199298.0)",,,4071214,False,0.3951779493782444,1197208,4065882.0,,,,,,,,,0.5,0.5,,,,,,,,
NZ_CP012622,"Spiroplasma cantharicola strain CC-1, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1179307.0, 1179577.0)",,,,1179577,False,0.250093041827706,1175085,,,,,,,,,,1.0,,,,,,,,,
NZ_CP016826,"Corynebacterium pseudotuberculosis strain MEX29, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2336891.0, 2337866.0)","(1813.0, 2052.0)",,,2337866,False,0.5218250318880552,2336793,,,,,,,,,,1.0,,,,,,,,,
NZ_CP019959,"Vibrio owensii strain XSBZ03 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(1846559.0, 1846988.0)",,,,3567557,False,0.4565863979187999,1848753,205.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_009483,Geobacter uraniumreducens Rf4,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(5136128.0, 45.0)","(1396.0, 1610.0)",,,5136364,False,0.5423823155835529,5096099,968286.0,,,,,,,,,0.7692307692307693,0.2307692307692307,,,,,,,,
NZ_CP023563,"Brachybacterium sp. VM2412 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(638302.0, 640875.0)",,,,3796663,True,0.7083625805081989,2610135,3528327.0,3052633.0,354476.0,1585423.0,869967.0,2259172.0,,,,0.1956521739130435,0.1956521739130435,0.1956521739130435,0.1521739130434782,0.1521739130434782,0.0652173913043478,0.0434782608695652,,,
NZ_CP016540,"Planococcus sp. L10.15, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3249137.0, 3249625.0)","(1345.0, 1517.0)",,,3249625,False,0.3941722506443051,1652,,,,,,,,,,1.0,,,,,,,,,
NC_008578,Acidothermus cellulolyticus 11B,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Acidothermaceae, Acidothermus","(2443053.0, 74.0)","(1518.0, 1920.0)",,,2443540,False,0.66907355721617,4446,510750.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NZ_CP010799,"Ralstonia mannitolilytica strain SN82F48 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(747200.0, 747829.0)",,,,3503899,True,0.6540816387686974,1712526,13128.0,748425.0,,,,,,,,0.5625,0.3125,0.125,,,,,,,
NC_015520,Mahella australiensis 50-1 BON chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella","(3135654.0, 62.0)","(1446.0, 1684.0)",,,3135972,False,0.4345191857580361,6034,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022316,"Brachybacterium sp. VR2415 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(1825792.0, 1826189.0)",,,,3459731,True,0.704861736360428,2542514,3069743.0,1084122.0,1613121.0,695017.0,2079907.0,55034.0,,,,0.173076923076923,0.173076923076923,0.173076923076923,0.173076923076923,0.1346153846153846,0.0961538461538461,0.0769230769230769,,,
NC_009437,Caldicellulosiruptor saccharolyticus DSM 8903,"Bacteria, Firmicutes, Clostridia, Clostridiales, Syntrophomonadaceae, Caldicellulosiruptor","(2970163.0, 641.0)","(2007.0, 2226.0)",,,2970275,False,0.3525407580106219,20543,,,,,,,,,,1.0,,,,,,,,,
NC_015958,Thermoanaerobacter wiegelii Rt8.B1 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermoanaerobacter","(2784490.0, 113.0)",,,,2785056,False,0.3434157158778854,1556,,,,,,,,,,1.0,,,,,,,,,
NC_014315,Nitrosococcus watsoni C-113 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Nitrosococcus","(1492.0, 2045.0)",,,,3328570,False,0.5011752794743689,3327419,,,,,,,,,,1.0,,,,,,,,,
NZ_CP019962,"Eubacterium limosum strain ATCC 8486 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium","(690816.0, 691168.0)","(688957.0, 689465.0)",,,4422837,False,0.4719043455591965,696378,,,,,,,,,,1.0,,,,,,,,,
NZ_FO704550,"Xenorhabdus doucetiae str. FRM16 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(52454.0, 52828.0)",,,,4195202,False,0.4570871676739284,39061,1497933.0,2779148.0,,,,,,,,0.6666666666666666,0.2222222222222222,0.1111111111111111,,,,,,,
NC_014833,Ruminococcus albus 7 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus","(3684714.0, 6.0)","(1387.0, 1871.0)",,,3685408,False,0.4420522775225972,16009,3379746.0,3016643.0,,,,,,,,0.6428571428571429,0.2142857142857142,0.1428571428571428,,,,,,,
NZ_LT593929,"Propionibacterium freudenreichii isolate PFRJS14 genome assembly, chromosome: I.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium","(10185.0, 12059.0)",,,,2507188,False,0.674321989416031,11166,1764455.0,2047868.0,1511557.0,,,,,,,0.375,0.375,0.1666666666666666,0.0833333333333333,,,,,,
NZ_CP022358,"Shewanella bicestrii strain JAB-1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(7138.0, 7582.0)",,,,4800597,False,0.4804310797177934,4784158,,,,,,,,,,1.0,,,,,,,,,
NC_018704,Amphibacillus xylanus NBRC 15112,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Amphibacillus","(2569357.0, 476.0)","(1827.0, 2018.0)",,,2569486,False,0.3571827205908107,7223,,,,,,,,,,1.0,,,,,,,,,
NZ_CP024785,"Nostoc flagelliforme CCNUN1 chromosome, complete genome.","Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Nostoc","(116120.0, 116369.0)",,,,8363872,True,0.4192619160121054,2627368,5505376.0,12058.0,1138595.0,,,,,,,0.3043478260869565,0.3043478260869565,0.2608695652173913,0.1304347826086956,,,,,,
NZ_CP016176,"Xenorhabdus hominickii strain ANU1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(3345259.0, 3345633.0)",,,,4522699,False,0.4342672373288604,3316284,,,,,,,,,,1.0,,,,,,,,,
NZ_CP018193,"Granulibacter bethesdensis strain NIH7.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2998.0)",,,,2708311,False,0.5875610297340298,463,,,,,,,,,,1.0,,,,,,,,,
NC_007777,Frankia sp. CcI3,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(1724.0, 2487.0)",,,,5433628,False,0.7007881290364375,23395,4927640.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NC_020059,Rhizobium tropici CIAT 899,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium","(1.0, 426.0)",,,,3837060,False,0.5987870922007996,3825447,745068.0,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,
NZ_CP009365,"Pseudomonas mosselii SJ10, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(4988362.0, 4988955.0)",,,,6247860,True,0.633924735829548,6233941,4948558.0,,,,,,,,,0.5263157894736842,0.4736842105263157,,,,,,,,
NZ_CP021323,"Kushneria sp. X49, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Kushneria","(1171354.0, 1171685.0)",,,,3584631,False,0.5910474467246419,1206290,,,,,,,,,,1.0,,,,,,,,,
NZ_CP015880,"Ensifer adhaerens strain Casida A chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Ensifer","(3667197.0, 3667603.0)",,,,4071185,False,0.6282703930182489,3670605,2976229.0,,,,,,,,,0.6,0.4,,,,,,,,
NC_008781,Polaromonas naphthalenivorans CJ2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas","(4404248.0, 4404521.0)","(4402065.0, 4402849.0)",,,4410291,False,0.6252510321881255,4399117,420737.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP017482,"Pectobacterium polaris strain NIBIO1392 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(3762040.0, 3762429.0)",,,,5008416,False,0.5199232651600826,3759789,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022741,"Vibrio sp. Q67 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2866372.0, 2866852.0)",,,,2872911,False,0.4486456419986557,10,,,,,,,,,,1.0,,,,,,,,,
NC_019970,Thermoanaerobacterium thermosaccharolyticum M0795,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium","(2783316.0, 408.0)",,,,2783395,False,0.3390072196005238,15872,,,,,,,,,,1.0,,,,,,,,,
NC_023035,Spirochaeta sp. L21-RPul-D2,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1453.0, 1685.0)",,,,3782798,False,0.5186034252952444,3781221,652758.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NC_013895,Clostridiales genomosp. BVAB3 str. UPII9-5 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales","(96580.0, 96821.0)",,,,1809746,False,0.4421134236517168,1809408,,,,,,,,,,1.0,,,,,,,,,
NC_015677,Ramlibacter tataouinensis TTB310 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter","(22953.0, 23247.0)",,,,4070193,True,0.6999670531593957,417194,4017622.0,,,,,,,,,0.7142857142857143,0.2857142857142857,,,,,,,,
NZ_CP011269,"Mycobacterium fortuitum strain CT6, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium fortuitum complex","(1519.0, 2143.0)",,,,6254616,False,0.6621994060066997,7439,568806.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_008709,Psychromonas ingrahamii 37,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Psychromonas","(4558259.0, 4558630.0)",,,,4559598,False,0.4008627514969521,25,,,,,,,,,,1.0,,,,,,,,,
NZ_CP007029,Thioalkalivibrio paradoxus ARh 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales,Ectothiorhodospiraceae, Thioalkalivibrio","(1493.0, 1713.0)",,,,3756729,False,0.6654736074920496,9804,,,,,,,,,,1.0,,,,,,,,,
NC_010001,Clostridium phytofermentans ISDg,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4846882.0, 74.0)",,,,4847594,False,0.353485254746994,6592,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011389,"'Deinococcus soli' Cha et al. 2014 strain N5, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1822916.0, 1823275.0)",,,,3236984,True,0.7020278753308635,3236966,189868.0,481901.0,,,,,,,,0.391304347826087,0.391304347826087,0.217391304347826,,,,,,,
NZ_CP024608,Massilia sp. B2 chromosome.,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia","(184738.0, 185489.0)",,,,7442939,True,0.6350502133632964,866460,32515.0,,,,,,,,,0.5555555555555556,0.4444444444444444,,,,,,,,
NC_009767,Roseiflexus castenholzii DSM 13941,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Roseiflexus","(5723226.0, 369.0)",,,,5723298,False,0.6069007764404369,450637,4993092.0,,,,,,,,,0.5625,0.4375,,,,,,,,
NC_015554,Alteromonas sp. SN2 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4972076.0, 689.0)",,,,4972148,False,0.4350679022426524,4967622,,,,,,,,,,1.0,,,,,,,,,
NZ_CP017754,"Cupriavidus sp. USMAA1020 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(337101.0, 337991.0)",,,,4383984,False,0.6795909839087004,25964,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022989,Paraburkholderia aromaticivorans strain BN5 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Paraburkholderia","(1226310.0, 1227164.0)",,,,4378888,False,0.6323089332268832,1224369,9571.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,
NC_020520,Acidimicrobidae bacterium YM16-304 DNA,"Bacteria, Actinobacteria, Acidimicrobidae, Acidimicrobiales, Acidimicrobineae, Acidimicrobiaceae, Ilumatobacter","(4829978.0, 201.0)","(1639.0, 2007.0)",,,4830181,False,0.6729244721885164,25543,1456712.0,3738562.0,946317.0,2267272.0,,,,,,0.3611111111111111,0.25,0.25,0.0833333333333333,0.0555555555555555,,,,,
NZ_CP024199,"Thalassospira sp. CSC3H3 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Thalassospira","(4321476.0, 4322005.0)",,,,4530245,False,0.5471904941123493,4351288,,,,,,,,,,1.0,,,,,,,,,
NZ_CP023422,"Janthinobacterium svalbardensis strain PAMC 27463 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium","(118621.0, 119460.0)",,,,6274078,False,0.6214541801998636,283220,4156366.0,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,
NC_008027,Pseudomonas entomophila L48,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5888750.0, 551.0)",,,,5888780,False,0.6415972408546422,23084,3865921.0,1071801.0,564543.0,,,,,,,0.55,0.15,0.15,0.15,,,,,,
NC_014225,Waddlia chondrophila WSU 86-1044 chromosome,"Bacteria, Chlamydiae, Chlamydiales, Waddliaceae, Waddlia","(44222.0, 44612.0)",,,,2116312,False,0.4378017040965604,2585,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011028,"Pseudoalteromonas espejiana strain ATCC 29659 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3714077.0, 3714503.0)",,,,3720756,False,0.4039644093834694,3351,,,,,,,,,,1.0,,,,,,,,,
NC_021181,Lactobacillus acidophilus La-14,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1991134.0, 30.0)",,,,1991579,False,0.3470628079528856,1035,,,,,,,,,,1.0,,,,,,,,,
NZ_CP008876,"Terribacillus aidingensis strain MP602, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Terribacillus","(2233511.0, 2234117.0)","(2231973.0, 2232160.0)",,,3488643,True,0.4289902979467948,2236232,182.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_009380,Salinispora tropica CNB-440,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Salinispora","(5176409.0, 5176977.0)",,,,5183331,False,0.6946100876058272,2246,2971478.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP019343,"Oceanicoccus sagamiensis strain NBRC 107125 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Oceanicoccus","(1683517.0, 1684140.0)",,,,4472079,False,0.4770474761291113,1648669,,,,,,,,,,1.0,,,,,,,,,
NC_022538,complete chromosome Acholeplasma palmae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1554160.0, 291.0)",,,,1554229,False,0.2898253732236369,1550405,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011381,"Moraxella bovoculi strain 58086, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella","(2120159.0, 485.0)",,,,2138650,False,0.4555686998807659,153,,,,,,,,,,1.0,,,,,,,,,
NC_015672,Flexistipes sinusarabici DSM 4947 chromosome,"Bacteria, Deferribacteres, Deferribacterales, Deferribacteraceae, Flexistipes","(2526243.0, 79.0)","(1415.0, 1690.0)",,,2526590,True,0.3829426222695412,2283798,1669.0,,,,,,,,,0.5625,0.4375,,,,,,,,
NC_019897,Thermobacillus composti KWC4 chromosome,"Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Thermobacillus","(3988644.0, 3989447.0)",,,,4206343,False,0.6056962068951581,67254,,,,,,,,,,1.0,,,,,,,,,
NC_020990,Streptomyces albus J1074,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptomycineae, Streptomycetaceae, Streptomyces","(3419111.0, 3420244.0)",,,,6841649,False,0.7332127093921363,6839452,3381095.0,1186524.0,4543012.0,,,,,,,0.45,0.25,0.15,0.15,,,,,,
NZ_CP007030,"Thioalkalimicrobium aerophilum AL3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thiomicrospira","(2158193.0, 65.0)",,,,2158359,False,0.4591219532987793,2150970,1915968.0,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,
NC_015581,Thioalkalimicrobium cyclicum ALM1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thioalkalimicrobium","(1932282.0, 85.0)",,,,1932455,False,0.4698024016083169,1906739,1066738.0,,,,,,,,,0.7,0.3,,,,,,,,
NZ_AP017655,"Sphingobium cloacae DNA, complete genome, strain: JCM 10874.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(2493014.0, 2493299.0)",,,,3767292,False,0.6455010654868272,3105757,2141068.0,71344.0,1692715.0,3423108.0,,,,,,0.2571428571428571,0.2571428571428571,0.2,0.2,0.0857142857142857,,,,,
NZ_CP024955,"Kyrpidia sp. EA-1 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Alicyclobacillaceae, Kyrpidia","(3351709.0, 3352175.0)","(1354.0, 1554.0)",,,3352175,False,0.5870949458187594,2544,,,,,,,,,,1.0,,,,,,,,,
NZ_CP012746,"Paraburkholderia caribensis MBA4 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia","(863959.0, 864402.0)",,,,3575012,False,0.6325033314573489,814818,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022745,"Sphingobium sp. C1 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(1173822.0, 1174110.0)",,,,3058963,True,0.635968790730715,346680,2623088.0,3043155.0,1090045.0,,,,,,,0.2903225806451613,0.2903225806451613,0.2258064516129032,0.1935483870967742,,,,,,
NC_015276,Marinomonas mediterranea MMB-1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Marinomonas","(4683848.0, 58.0)",,,,4684316,False,0.4412748841026096,14494,,,,,,,,,,1.0,,,,,,,,,
NZ_CP012808,"Acinetobacter equi strain 114, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter","(854672.0, 855318.0)",,,,3054269,False,0.3489263715802373,862707,,,,,,,,,,1.0,,,,,,,,,
NC_009486,Thermotoga petrophila RKU-1,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(786686.0, 787242.0)",,,,1823511,True,0.4610117515057491,801431,1528645.0,1291147.0,,,,,,,,0.4117647058823529,0.2941176470588235,0.2941176470588235,,,,,,,
NC_016627,Clostridium clariflavum DSM 19732 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4897496.0, 566.0)","(1902.0, 2303.0)",,,4897678,False,0.3571717046322767,4882831,,,,,,,,,,1.0,,,,,,,,,
NC_011899,Halothermothrix orenii H 168,"Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halothermothrix","(2578037.0, 592.0)","(1985.0, 2331.0)",,,2578146,False,0.3788319203024188,2578001,,,,,,,,,,1.0,,,,,,,,,
NZ_CP014873,"Lactobacillus backii strain TMW 1.1989 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(719463.0, 719632.0)","(717569.0, 718097.0)",,,2672521,False,0.4082097016262921,719705,,,,,,,,,,1.0,,,,,,,,,
