RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8
NC_007794,Novosphingobium aromaticivorans DSM 12444,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(119513.0, 119849.0)",,,,3561584,0.0,0,"[8420, 62830, 42320, 1031780, 54070]",False,"(94544, 95044)",94794,"(40839, 41339)",41089.0,"(1241734, 1242234)",1241984.0,"(852682, 853182)",852932.0,"(503449, 503949)",503699.0,,,,,,,,,94794.0,41089.0,1241984.0,852932.0,503699.0,,,,,94794.0,41090.0,1241822.0,854165.0,500155.0,,,,3551083.0,1241401.0,851462.0,503297.0,96910.0,,,,
NZ_LT906444,"Listeria welshimeri strain NCTC11857 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2813634.0, 2814137.0)","(1357.0, 1549.0)",,,2814137,0.0,0,[82730],False,"(2809751, 2810251)",2810001,,,,,,,,,,,,,,,,,2810001.0,,,,,,,,,2814022.0,,,,,,,,2809885.0,,,,,,,,
NZ_CP018622,"Virgibacillus pantothenticus strain 21D chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(1555788.0, 1556793.0)","(1554090.0, 1554446.0)",,,4263520,0.0,0,"[119210, 82540]",False,"(1549798, 1550298)",1550048,"(4259130, 4259630)",4259380.0,,,,,,,,,,,,,,,1550048.0,4259380.0,,,,,,,,1555985.0,4263507.0,,,,,,,1550025.0,4259380.0,,,,,,,
NZ_CP013979,"Agromyces aureus strain AR33, complete genome.","Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Agromyces","(4372690.0, 3.0)",,,,4373124,0.0,0,"[792020, 224610, 422710]",True,"(2758028, 2758528)",2758278,"(4278504, 4279004)",4278754.0,"(3245708, 3246208)",3245958.0,,,,,,,,,,,,,2758278.0,4278754.0,3245958.0,,,,,,,4257661.0,2770015.0,3838777.0,2399356.0,3285562.0,,,,2758785.0,4278796.0,4344542.0,1109215.0,3245961.0,425782.0,,,
NC_012039,Campylobacter lari RM2100,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1525338.0, 1525460.0)",,,,1525460,0.0,0,[22530],False,"(1524084, 1524584)",1524334,,,,,,,,,,,,,,,,,1524334.0,,,,,,,,,445.0,541146.0,,,,,,,1524778.0,,,,,,,,
NC_007164,Corynebacterium jeikeium K411,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2461793.0, 2462499.0)","(1753.0, 2368.0)",,,2462499,0.0,0,[372900],False,"(15497, 15997)",15747,,,,,,,,,,,,,,,,,15747.0,,,,,,,,,2461049.0,,,,,,,,17196.0,,,,,,,,
NZ_CP007519,"Trueperella pyogenes strain TP6375, complete genome.","Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Trueperella","(1612911.0, 1613248.0)",,,,2338390,0.0,0,[342220],False,"(1629395, 1629895)",1629645,,,,,,,,,,,,,,,,,1629645.0,,,,,,,,,1619033.0,,,,,,,,1636144.0,,,,,,,,
NZ_LT906460,"Staphylococcus simiae strain NCTC13838 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2643281.0, 2643976.0)","(1363.0, 1635.0)",,,2643976,0.0,0,[389230],False,"(19215, 19715)",19465,,,,,,,,,,,,,,,,,19465.0,,,,,,,,,1077.0,,,,,,,,20539.0,,,,,,,,
NZ_CP010413,"Bifidobacterium breve strain BR3, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2196871.0, 2197188.0)",,,,2421115,0.0,0,"[338070, 343270]",False,"(1787556, 1788056)",1787806,"(1528731, 1529231)",1528981.0,,,,,,,,,,,,,,,1787806.0,1528981.0,,,,,,,,1787085.0,1533056.0,,,,,,,304.0,1803989.0,978211.0,670107.0,2187104.0,1515893.0,454551.0,,
NC_011295,Coprothermobacter proteolyticus DSM 5265,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Coprothermobacter","(59256.0, 59534.0)",,,,1424912,0.0,1,[590730],False,"(31021, 31521)",31271,,,,,,,,,,,,,,,,,,,,,,,,,,1033.0,404179.0,,,,,,,,,,,,,,,
NZ_CP007287,"Bifidobacterium coryneforme strain LMG18911, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1754712.0, 1755151.0)","(1771.0, 2181.0)",,,1755151,0.0,0,"[117080, 318810]",False,"(3384, 3884)",3634,"(436705, 437205)",436955.0,,,,,,,,,,,,,,,3634.0,436955.0,,,,,,,,3098.0,,,,,,,,8952.0,,,,,,,,
NC_011297,Dictyoglomus thermophilum H-6-12,"Bacteria, Dictyoglomi, Dictyoglomales, Dictyoglomaceae, Dictyoglomus","(1531.0, 2147.0)",,,,1959987,0.0,0,[1420],False,"(1959730, 242)",1959980,,,,,,,,,,,,,,,,,1959980.0,,,,,,,,,48.0,,,,,,,,1959963.0,,,,,,,,
NZ_CP022544,"Bifidobacterium pseudolongum strain UMB-MBP-01 chromosome, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2007847.0, 71.0)","(1650.0, 2147.0)",,,2008102,0.0,0,[331750],False,"(1984265, 1984765)",1984515,,,,,,,,,,,,,,,,,1984515.0,,,,,,,,,1986938.0,,,,,,,,2003526.0,932470.0,,,,,,,
NZ_CP017689,"Thalassotalea sp. LPB0090, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Thalassotalea","(3856360.0, 3856763.0)",,,,3861670,0.0,0,[92220],False,"(3855999, 3856499)",3856249,,,,,,,,,,,,,,,,,3856249.0,,,,,,,,,3859595.0,,,,,,,,3854984.0,,,,,,,,
NC_011959,Thermomicrobium roseum DSM 5159,"Bacteria, Chloroflexi, Thermomicrobiales, Thermomicrobiaceae, Thermomicrobium","(1777527.0, 1778076.0)",,,,2003006,0.0,0,"[8340, 64140]",False,"(394, 894)",644,"(1584103, 1584603)",1584353.0,,,,,,,,,,,,,,,644.0,1584353.0,,,,,,,,1824197.0,712.0,1584961.0,,,,,,1794117.0,295.0,1581754.0,,,,,,
NC_011978,Thermotoga neapolitana DSM 4359,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(539224.0, 539439.0)",,,,1884562,0.0,0,"[269830, 491390]",False,"(564480, 564980)",564730,"(1857128, 1857628)",1857378.0,,,,,,,,,,,,,,,564730.0,1857378.0,,,,,,,,564305.0,1874101.0,1292791.0,,,,,,539736.0,1860610.0,347373.0,,,,,,
NC_011891,Anaeromyxobacter dehalogenans 2CP-1,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter","(1625.0, 2041.0)",,,,5029329,0.0,0,"[974640, 1147630, 378350]",True,"(5018116, 5018616)",5018366,"(514678, 515178)",514928.0,"(4466612, 4467112)",4466862.0,,,,,,,,,,,,,5018366.0,514928.0,4466862.0,,,,,,,4973291.0,4438816.0,,,,,,,4992209.0,4496198.0,,,,,,,
NZ_CP009251,"Corynebacterium stationis strain 622=DSM 20302, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2807971.0, 2808767.0)","(1837.0, 2579.0)",,,2808767,0.0,1,[867060],False,"(43004, 43504)",43254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,,,
NZ_CP013910,"Deinococcus actinosclerus strain BM2, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1375.0, 1733.0)",,,,3264334,0.0,0,"[809470, 214980]",False,"(1606236, 1606736)",1606486,"(150303, 150803)",150553.0,,,,,,,,,,,,,,,1606486.0,150553.0,,,,,,,,1617259.0,,,,,,,,1606510.0,,,,,,,,
NC_007614,Nitrosospira multiformis ATCC 25196 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosospira","(1500.0, 1718.0)",,,,3184243,0.0,0,[314130],False,"(3168516, 3169016)",3168766,,,,,,,,,,,,,,,,,3168766.0,,,,,,,,,106.0,1074471.0,,,,,,,3168641.0,,,,,,,,
NC_010572,Streptomyces griseus subsp. griseus NBRC 13350,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptomycineae, Streptomycetaceae, Streptomyces","(4324371.0, 4325375.0)",,,,8545929,0.0,0,"[72310, 85220, 29550]",False,"(8541650, 8542150)",8541900,"(4330277, 4330777)",4330527.0,"(776326, 776826)",776576.0,,,,,,,,,,,,,8541900.0,4330527.0,776576.0,,,,,,,8541902.0,4327353.0,776576.0,,,,,,8537640.0,4330969.0,778054.0,,,,,,
NZ_CP014143,"Microbulbifer sp. CCB-MM1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Microbulbiferaceae, Microbulbifer","(1034736.0, 1035284.0)",,,,3864326,0.0,0,[80820],False,"(1019343, 1019843)",1019593,,,,,,,,,,,,,,,,,1019593.0,,,,,,,,,1025123.0,,,,,,,,1021082.0,,,,,,,,
NZ_CP014141,"Thermus parvatiensis strain RL, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus","(158478.0, 158778.0)",,,,1872821,0.0,0,"[241730, 42700]",False,"(1860005, 1860505)",1860255,"(1355426, 1355926)",1355676.0,,,,,,,,,,,,,,,1860255.0,1355676.0,,,,,,,,1851499.0,1355611.0,376739.0,,,,,,157860.0,1863585.0,1353476.0,,,,,,
NZ_CP016826,"Corynebacterium pseudotuberculosis strain MEX29, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2336891.0, 2337866.0)","(1813.0, 2052.0)",,,2337866,0.0,0,[25460],False,"(2336187, 2336687)",2336437,,,,,,,,,,,,,,,,,2336437.0,,,,,,,,,2336335.0,,,,,,,,2337608.0,,,,,,,,
NC_009092,Shewanella loihica PV-4,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4602263.0, 110.0)",,,,4602594,0.0,0,[63900],False,"(4586267, 4586767)",4586517,,,,,,,,,,,,,,,,,4586517.0,,,,,,,,,4587599.0,,,,,,,,4584404.0,,,,,,,,
NC_010602,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome 1,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(1467.0, 1712.0)",,,,3599677,0.0,0,[53410],False,"(3594498, 3594998)",3594748,,,,,,,,,,,,,,,,,3594748.0,,,,,,,,,3597782.0,,,,,,,,3595112.0,,,,,,,,
NC_010175,Chloroflexus aurantiacus J-10-fl,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Chloroflexus","(5258006.0, 335.0)",,,,5258541,0.0,0,[974390],False,"(2016297, 2016797)",2016547,,,,,,,,,,,,,,,,,2016547.0,,,,,,,,,2016201.0,4300158.0,,,,,,,1967482.0,158445.0,,,,,,,
NZ_CP019962,"Eubacterium limosum strain ATCC 8486 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium","(690816.0, 691168.0)","(688957.0, 689465.0)",,,4422837,0.0,0,[187530],False,"(698568, 699068)",698818,,,,,,,,,,,,,,,,,698818.0,,,,,,,,,690470.0,,,,,,,,699847.0,,,,,,,,
NC_011060,Pelodictyon phaeoclathratiforme BU-1,"Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Pelodictyon","(3017767.0, 3018238.0)","(1465.0, 1745.0)",,,3018238,0.0,0,"[700960, 170580, 5620]",True,"(1344365, 1344865)",1344615,"(513929, 514429)",514179.0,"(780447, 780947)",780697.0,,,,,,,,,,,,,1344615.0,514179.0,780697.0,,,,,,,1726600.0,514227.0,,,,,,,3018230.0,513946.0,,,,,,,
NZ_LT593929,"Propionibacterium freudenreichii isolate PFRJS14 genome assembly, chromosome: I.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium","(10185.0, 12059.0)",,,,2507188,0.0,0,"[216900, 373760, 501200]",False,"(19753, 20253)",20003,"(2033261, 2033761)",2033511.0,"(1767210, 1767710)",1767460.0,,,,,,,,,,,,,20003.0,2033511.0,1767460.0,,,,,,,4446.0,2035948.0,1757531.0,,,,,,23134.0,2061008.0,1768376.0,1502617.0,,,,,
NC_010718,Natranaerobius thermophilus JW/NM-WN-LF,"Bacteria, Firmicutes, Clostridia, Natranaerobiales, Natranaerobiaceae, Natranaerobius","(3165271.0, 145.0)","(1508.0, 1779.0)",,,3165557,0.0,0,[103660],False,"(3160174, 3160674)",3160424,,,,,,,,,,,,,,,,,3160424.0,,,,,,,,,489.0,,,,,,,,3160862.0,,,,,,,,
NC_008700,Shewanella amazonensis SB2B,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4305767.0, 69.0)",,,,4306142,0.0,0,[27050],False,"(1776, 2276)",2026,,,,,,,,,,,,,,,,,2026.0,,,,,,,,,1949.0,,,,,,,,596.0,,,,,,,,
NC_007575,Sulfurimonas denitrificans DSM 1251 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas","(2201475.0, 14.0)","(1323.0, 1489.0)",,,2201561,0.0,0,"[27870, 181260, 320930]",True,"(2199918, 2200418)",2200168,"(1052787, 1053287)",1053037.0,"(243163, 243663)",243413.0,,,,,,,,,,,,,2200168.0,1053037.0,243413.0,,,,,,,164.0,855899.0,236407.0,,,,,,2200331.0,1800734.0,245470.0,,,,,,
NC_010334,Shewanella halifaxensis HAW-EB4,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(5226555.0, 80.0)",,,,5226917,0.0,0,[433700],False,"(11006, 11506)",11256,,,,,,,,,,,,,,,,,11256.0,,,,,,,,,16470.0,,,,,,,,5221702.0,,,,,,,,
NZ_CP011269,"Mycobacterium fortuitum strain CT6, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium fortuitum complex","(1519.0, 2143.0)",,,,6254616,0.0,0,[165170],False,"(9915, 10415)",10165,,,,,,,,,,,,,,,,,10165.0,,,,,,,,,1948.0,,,,,,,,10206.0,,,,,,,,
NC_020449,Candidatus Cloacamonas acidaminovorans str. Evry provisional genome sequence from WWE1 candidate division,"Bacteria, Cloacimonetes, Candidatus Cloacimonas","(2245811.0, 2246820.0)","(1333.0, 1752.0)",,,2246820,0.0,0,"[64530, 49040, 543220, 124450]",False,"(2225694, 2226194)",2225944,"(986343, 986843)",986593.0,"(555580, 556080)",555830.0,"(1999859, 2000359)",2000109.0,,,,,,,,,,,2225944.0,986593.0,555830.0,2000109.0,,,,,,2228353.0,2005845.0,992832.0,233342.0,555730.0,,,,188486.0,2225901.0,1388770.0,986609.0,582891.0,2002618.0,,,
NC_008278,Frankia alni ACN14a,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(2029.0, 2855.0)",,,,7497934,0.0,0,[223530],False,"(23862, 24362)",24112,,,,,,,,,,,,,,,,,24112.0,,,,,,,,,24226.0,4049458.0,,,,,,,13049.0,,,,,,,,
NC_011831,Chloroflexus aggregans DSM 9485,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Chloroflexus","(4684690.0, 207.0)",,,,4684931,0.0,2,[115370],False,"(2274102, 2274602)",2274352,,,,,,,,,,,,,,,,,,,,,,,,,,2274352.0,,,,,,,,,,,,,,,,
NZ_LN999833,"Enterobacteriaceae bacterium symbiont of Maconellicoccus hirsutus isolate DEMHIR genome assembly, chromosome: I.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Candidatus Doolittlea","(722312.0, 724315.0)",,,,834734,0.0,0,"[43640, 88280, 57130, 156350, 6400, 69620]",True,"(93179, 93679)",93429,"(803854, 804354)",804104.0,"(476842, 477342)",477092.0,"(173058, 173558)",173308.0,"(16805, 17305)",17055.0,"(624750, 625250)",625000.0,,,,,,,93429.0,804104.0,477092.0,173308.0,17055.0,625000.0,,,,811949.0,476369.0,20158.0,625325.0,168894.0,731070.0,91259.0,,804131.0,93441.0,173308.0,479850.0,311032.0,17302.0,625005.0,,
NZ_CP025003,"Dickeya fangzhongdai strain DSM 101947 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya","(4967533.0, 4967911.0)",,,,5027163,0.0,0,[112670],False,"(4964164, 4964664)",4964414,,,,,,,,,,,,,,,,,4964414.0,,,,,,,,,4963736.0,,,,,,,,4969369.0,,,,,,,,
NC_009483,Geobacter uraniumreducens Rf4,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(5136128.0, 45.0)","(1396.0, 1610.0)",,,5136364,0.0,0,"[1062050, 1479920, 898540, 1275080]",False,"(5091196, 5091696)",5091446,"(4982515, 4983015)",4982765.0,"(73756, 74256)",74006.0,"(531970, 532470)",532220.0,,,,,,,,,,,5091446.0,4982765.0,74006.0,532220.0,,,,,,3.0,968286.0,,,,,,,5091438.0,73999.0,,,,,,,
NC_011894,Methylobacterium nodulans ORS 2060,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium","(1349719.0, 1350215.0)",,,,7772460,0.0,0,"[2052630, 1330860, 603420, 1686030]",False,"(6741080, 6741580)",6741330,"(5922356, 5922856)",5922606.0,"(3701721, 3702221)",3701971.0,"(4453794, 4454294)",4454044.0,,,,,,,,,,,6741330.0,5922606.0,3701971.0,4454044.0,,,,,,6032528.0,6750659.0,4556366.0,3696836.0,,,,,6720488.0,5948226.0,3630293.0,613714.0,1523863.0,4453735.0,,,
NC_008578,Acidothermus cellulolyticus 11B,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Acidothermaceae, Acidothermus","(2443053.0, 74.0)","(1518.0, 1920.0)",,,2443540,0.0,0,[77960],False,"(12636, 13136)",12886,,,,,,,,,,,,,,,,,12886.0,,,,,,,,,16685.0,510750.0,,,,,,,12787.0,,,,,,,,
NC_009437,Caldicellulosiruptor saccharolyticus DSM 8903,"Bacteria, Firmicutes, Clostridia, Clostridiales, Syntrophomonadaceae, Caldicellulosiruptor","(2970163.0, 641.0)","(2007.0, 2226.0)",,,2970275,0.0,1,[1014770],False,"(50654, 51154)",50904,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,
NZ_CP016172,"Bordetella flabilis strain AU10664, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(5801570.0, 5803980.0)",,,,5835727,0.0,0,[105440],False,"(5812, 6312)",6062,,,,,,,,,,,,,,,,,6062.0,,,,,,,,,1751.0,,,,,,,,7023.0,,,,,,,,
NZ_FO704550,"Xenorhabdus doucetiae str. FRM16 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(52454.0, 52828.0)",,,,4195202,0.0,0,[76400],False,"(54188, 54688)",54438,,,,,,,,,,,,,,,,,54438.0,,,,,,,,,54792.0,,,,,,,,50972.0,2779148.0,1506181.0,,,,,,
NZ_CP016176,"Xenorhabdus hominickii strain ANU1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(3345259.0, 3345633.0)",,,,4522699,0.0,1,[1376030],False,"(3274418, 3274918)",3274668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343889.0,,,,,,,,
NZ_CP016171,"Bordetella bronchialis strain AU17976, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(5934211.0, 5936964.0)",,,,5966919,0.0,0,[870720],False,"(5916132, 5916632)",5916382,,,,,,,,,,,,,,,,,5916382.0,,,,,,,,,5959915.0,,,,,,,,5916379.0,,,,,,,,
NC_010694,Erwinia tasmaniensis,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia","(3883004.0, 3883467.0)",,,,3883467,0.0,0,[54640],False,"(3880720, 3881220)",3880970,,,,,,,,,,,,,,,,,3880970.0,,,,,,,,,8436.0,,,,,,,,11167.0,,,,,,,,
NC_013170,Cryptobacterium curtum DSM 15641,"Bacteria, Actinobacteria, Coriobacteridae, Coriobacteriales, Coriobacterineae, Coriobacteriaceae, Cryptobacterium","(1651.0, 1871.0)",,,,1617804,0.0,0,[53620],False,"(1617119, 1617619)",1617369,,,,,,,,,,,,,,,,,1617369.0,,,,,,,,,1616865.0,,,,,,,,1743.0,,,,,,,,
NC_008709,Psychromonas ingrahamii 37,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Psychromonas","(4558259.0, 4558630.0)",,,,4559598,0.0,0,[460],False,"(4559380, 283)",33,,,,,,,,,,,,,,,,,33.0,,,,,,,,,33.0,,,,,,,,10.0,,,,,,,,
NC_020990,Streptomyces albus J1074,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptomycineae, Streptomycetaceae, Streptomyces","(3419111.0, 3420244.0)",,,,6841649,0.0,0,[45010],False,"(6838183, 6838683)",6838433,,,,,,,,,,,,,,,,,6838433.0,,,,,,,,,6838837.0,,,,,,,,6841088.0,3429469.0,,,,,,,
NC_013739,Conexibacter woesei DSM 14684,"Bacteria, Actinobacteria, Rubrobacteridae, Solirubrobacterales, Conexibacteraceae, Conexibacter","(6359091.0, 79.0)",,,,6359369,0.0,1,[1968210],False,"(304372, 304872)",304622,,,,,,,,,,,,,,,,,,,,,,,,,,320197.0,,,,,,,,221785.0,,,,,,,,
NC_023003,delta proteobacterium BABL1 complete genome,"Bacteria, Proteobacteria, Deltaproteobacteria","(651649.0, 652486.0)",,,,1118422,0.0,3,"[23500, 33650]",False,"(651255, 651755)",651505,"(44989, 45489)",45239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651505.0,45239.0,,,,,,,
NC_010001,Clostridium phytofermentans ISDg,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4846882.0, 74.0)",,,,4847594,0.0,0,[197180],False,"(9624, 10124)",9874,,,,,,,,,,,,,,,,,9874.0,,,,,,,,,22.0,,,,,,,,9881.0,,,,,,,,
NC_009767,Roseiflexus castenholzii DSM 13941,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Roseiflexus","(5723226.0, 369.0)",,,,5723298,0.0,0,"[373600, 1510190]",False,"(456609, 457109)",456859,"(5006678, 5007178)",5006928.0,,,,,,,,,,,,,,,456859.0,5006928.0,,,,,,,,456867.0,4957354.0,,,,,,,438187.0,5032864.0,,,,,,,
NC_008027,Pseudomonas entomophila L48,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5888750.0, 551.0)",,,,5888780,0.0,0,[539360],False,"(37010, 37510)",37260,,,,,,,,,,,,,,,,,37260.0,,,,,,,,,37255.0,,,,,,,,10287.0,,,,,,,,
NZ_CP008876,"Terribacillus aidingensis strain MP602, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Terribacillus","(2233511.0, 2234117.0)","(2231973.0, 2232160.0)",,,3488643,0.0,0,"[97670, 5400]",False,"(22, 522)",272,"(2238159, 2238659)",2238409.0,,,,,,,,,,,,,,,272.0,2238409.0,,,,,,,,2.0,2232702.0,,,,,,,272.0,2237585.0,,,,,,,
NC_013235,Nakamurella multipartita DSM 44233,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Nakamurellaceae, Nakamurella","(6060050.0, 175.0)","(1850.0, 2435.0)",,,6060298,0.0,0,"[24000, 448800]",False,"(55633, 56133)",55883,"(4245831, 4246331)",4246081.0,,,,,,,,,,,,,,,55883.0,4246081.0,,,,,,,,55355.0,1138788.0,4238911.0,,,,,,56555.0,5927433.0,4261351.0,,,,,,
NZ_CP011381,"Moraxella bovoculi strain 58086, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella","(2120159.0, 485.0)",,,,2138650,0.0,0,[3960],False,"(2138628, 479)",229,,,,,,,,,,,,,,,,,229.0,,,,,,,,,17.0,,,,,,,,215.0,,,,,,,,
NC_013595,Streptosporangium roseum DSM 43021,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Streptosporangiaceae, Streptosporangium","(10341154.0, 360.0)","(2110.0, 2671.0)",,,10341314,0.0,0,[34440],False,"(10337503, 10338003)",10337753,,,,,,,,,,,,,,,,,10337753.0,,,,,,,,,10339377.0,,,,,,,,10337655.0,,,,,,,,
NZ_CP014699,"Streptococcus pantholopis strain TA 26, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2088424.0, 2088626.0)",,,,2241302,0.0,0,"[63640, 380]",False,"(2089256, 2089756)",2089506,"(2241085, 284)",34.0,,,,,,,,,,,,,,,2089506.0,34.0,,,,,,,,2086367.0,15.0,,,,,,,2089549.0,34.0,,,,,,,
NC_009486,Thermotoga petrophila RKU-1,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(786686.0, 787242.0)",,,,1823511,0.0,0,[481120],False,"(811760, 812260)",812010,,,,,,,,,,,,,,,,,812010.0,,,,,,,,,811634.0,1271424.0,1517183.0,,,,,,787578.0,1307760.0,,,,,,,
NC_013131,Catenulispora acidiphila DSM 44928,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Catenulisporineae, Catenulisporaceae, Catenulispora","(10467732.0, 369.0)","(2083.0, 2833.0)",,,10467782,0.0,0,"[443020, 95290, 1457180, 377500]",False,"(9980999, 9981499)",9981249,"(8540, 9040)",8790.0,"(1089285, 1089785)",1089535.0,"(2969787, 2970287)",2970037.0,,,,,,,,,,,9981249.0,8790.0,1089535.0,2970037.0,,,,,,9981390.0,8791.0,2970136.0,1097281.0,,,,,10003541.0,13555.0,2951261.0,1170140.0,8044249.0,3996060.0,,,
